model,layer,depth_index,C_in,C_out,k,d,r_max,n_samples,n_over_d,kernel_erank_over_rmax,kernel_cond_top_rmax,data_erank_over_rmax,out_0.9,kernel_0.9,data_0.9,ortho_0.9,out_0.95,kernel_0.95,data_0.95,ortho_0.95,out_0.99,kernel_0.99,data_0.99,ortho_0.99,out_0.999,kernel_0.999,data_0.999,ortho_0.999
timm:densenet121.tv_in1k,features.denseblock2.denselayer1.conv1,14,128,128,1,128,128,307200,2400.0,0.17727750752159155,8609668576.763922,0.13105083694524797,0.0390625,0.1640625,0.1796875,0.1796875,0.0625,0.21875,0.2734375,0.2734375,0.1328125,0.34375,0.4609375,0.4609375,0.2578125,0.484375,0.5859375,0.5859375
timm:densenet121.tv_in1k,features.denseblock2.denselayer1.conv2,15,128,32,9,1152,32,307200,266.6666666666667,0.5435830150499146,8.998329446763526,1.0,0.375,0.5,1.0,0.59375,0.46875,0.625,1.0,0.75,0.6875,0.875,1.0,0.9375,0.90625,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer2.conv1,16,160,128,1,160,128,307200,1920.0,0.3327162084052753,97.1453065339549,0.43302799500550415,0.1171875,0.296875,0.5078125,0.46875,0.171875,0.40625,0.6796875,0.625,0.3359375,0.6328125,0.9609375,0.8671875,0.6015625,0.84375,1.0,0.984375
timm:densenet121.tv_in1k,features.denseblock2.denselayer2.conv2,17,128,32,9,1152,32,307200,266.6666666666667,0.8196039536647349,3.934297208296903,1.0,0.5625,0.71875,1.0,0.75,0.71875,0.84375,1.0,0.84375,0.90625,0.96875,1.0,0.96875,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer3.conv1,18,192,128,1,192,128,307200,1600.0,0.37389649714264883,54.20122447823275,0.5065374448094674,0.15625,0.3359375,0.53125,0.46875,0.2109375,0.4453125,0.71875,0.6171875,0.3828125,0.6796875,1.0,0.859375,0.6328125,0.8828125,1.0,0.984375
timm:densenet121.tv_in1k,features.denseblock2.denselayer3.conv2,19,128,32,9,1152,32,307200,266.6666666666667,0.8187283474473559,3.416891550964456,1.0,0.625,0.75,1.0,0.75,0.75,0.84375,1.0,0.84375,0.90625,0.96875,1.0,0.96875,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer4.conv1,20,224,128,1,224,128,307200,1371.4285714285713,0.4436314111457845,23.236771925463817,0.7533932820450295,0.203125,0.421875,0.8359375,0.5625,0.2890625,0.5625,1.0,0.71875,0.5390625,0.796875,1.0,0.921875,0.828125,0.9609375,1.0,0.9921875
timm:densenet121.tv_in1k,features.denseblock2.denselayer4.conv2,21,128,32,9,1152,32,307200,266.6666666666667,0.8377450957769149,3.303125086512968,1.0,0.65625,0.78125,1.0,0.75,0.78125,0.875,1.0,0.875,0.9375,0.96875,1.0,0.96875,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer5.conv1,22,256,128,1,256,128,307200,1200.0,0.3815862571584105,56.845774668405625,0.5751787481846793,0.15625,0.359375,0.6015625,0.515625,0.2265625,0.46875,0.796875,0.671875,0.421875,0.6953125,1.0,0.890625,0.6875,0.8984375,1.0,0.984375
timm:densenet121.tv_in1k,features.denseblock2.denselayer5.conv2,23,128,32,9,1152,32,307200,266.6666666666667,0.847638962055295,3.1864132385429618,1.0,0.625,0.78125,1.0,0.78125,0.78125,0.875,1.0,0.875,0.9375,0.96875,1.0,1.0,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer6.conv1,24,288,128,1,288,128,307200,1066.6666666666667,0.4100142115712735,31.579419434236332,0.6734586198040765,0.15625,0.375,0.75,0.5,0.21875,0.5,1.0,0.6640625,0.421875,0.7421875,1.0,0.8984375,0.7109375,0.9375,1.0,0.984375
timm:densenet121.tv_in1k,features.denseblock2.denselayer6.conv2,25,128,32,9,1152,32,307200,266.6666666666667,0.8148919547459367,3.7043147934907306,1.0,0.53125,0.75,1.0,0.6875,0.65625,0.84375,1.0,0.8125,0.90625,0.96875,1.0,0.96875,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer7.conv1,26,320,128,1,320,128,307200,960.0,0.5749410630025261,12.103312883275319,1.0,0.296875,0.5234375,1.0,0.6328125,0.421875,0.65625,1.0,0.78125,0.6796875,0.8671875,1.0,0.9453125,0.9140625,0.9765625,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer7.conv2,27,128,32,9,1152,32,307200,266.6666666666667,0.8823951212205837,2.734262654800558,1.0,0.65625,0.78125,1.0,0.78125,0.78125,0.875,1.0,0.90625,0.9375,0.96875,1.0,1.0,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer8.conv1,28,352,128,1,352,128,307200,872.7272727272727,0.5190276009372667,13.994870892922409,1.0,0.2734375,0.5078125,1.0,0.6484375,0.3984375,0.65625,1.0,0.7890625,0.6796875,0.875,1.0,0.953125,0.921875,0.984375,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer8.conv2,29,128,32,9,1152,32,307200,266.6666666666667,0.8563018379383154,2.8367503029645063,1.0,0.65625,0.78125,1.0,0.78125,0.78125,0.875,1.0,0.875,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer9.conv1,30,384,128,1,384,128,307200,800.0,0.5422840435752337,13.740520787217235,1.0,0.2578125,0.515625,1.0,0.59375,0.3671875,0.65625,1.0,0.75,0.6328125,0.875,1.0,0.9375,0.8984375,0.984375,1.0,0.9921875
timm:densenet121.tv_in1k,features.denseblock2.denselayer9.conv2,31,128,32,9,1152,32,307200,266.6666666666667,0.8663639025150721,3.06842313340509,1.0,0.65625,0.78125,1.0,0.78125,0.78125,0.875,1.0,0.90625,0.96875,0.96875,1.0,1.0,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer10.conv1,32,416,128,1,416,128,307200,738.4615384615385,0.617527534943074,8.395103414803234,1.0,0.3046875,0.578125,1.0,0.640625,0.4453125,0.71875,1.0,0.7890625,0.7265625,0.90625,1.0,0.953125,0.9453125,0.9921875,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer10.conv2,33,128,32,9,1152,32,307200,266.6666666666667,0.9259463094226977,2.2321432243014665,1.0,0.75,0.84375,1.0,0.84375,0.875,0.90625,1.0,0.90625,0.96875,1.0,1.0,1.0,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer11.conv1,34,448,128,1,448,128,307200,685.7142857142857,0.6229604425923221,9.488471631255116,1.0,0.328125,0.59375,1.0,0.6640625,0.46875,0.7265625,1.0,0.8046875,0.7578125,0.9140625,1.0,0.953125,0.953125,0.9921875,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer11.conv2,35,128,32,9,1152,32,307200,266.6666666666667,0.9139592829920928,2.417124452610192,1.0,0.75,0.84375,1.0,0.8125,0.84375,0.90625,1.0,0.90625,0.96875,1.0,1.0,1.0,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer12.conv1,36,480,128,1,480,128,307200,640.0,0.6504226384652008,7.291674376695899,1.0,0.3515625,0.609375,1.0,0.6796875,0.5,0.75,1.0,0.8203125,0.7890625,0.9296875,1.0,0.9609375,0.96875,0.9921875,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock2.denselayer12.conv2,37,128,32,9,1152,32,307200,266.6666666666667,0.926167029021623,2.1753553874738087,1.0,0.71875,0.84375,1.0,0.8125,0.84375,0.90625,1.0,0.90625,0.96875,1.0,1.0,1.0,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.transition2.conv,38,512,256,1,512,256,307200,600.0,0.6374248595982129,13.129728101306855,0.9837951670808538,0.37890625,0.546875,1.0,0.65625,0.48828125,0.66015625,1.0,0.79296875,0.71484375,0.85546875,1.0,0.94140625,0.921875,0.9765625,1.0,0.9921875
timm:densenet121.tv_in1k,features.denseblock3.denselayer1.conv1,39,256,128,1,256,128,307200,1200.0,0.4724919489743194,24.711022509231917,0.8345259934613876,0.2109375,0.4375,0.953125,0.5859375,0.3125,0.5703125,1.0,0.734375,0.546875,0.796875,1.0,0.9296875,0.8203125,0.953125,1.0,0.9921875
timm:densenet121.tv_in1k,features.denseblock3.denselayer1.conv2,40,128,32,9,1152,32,307200,266.6666666666667,0.8308977081929052,3.2739061587561027,1.0,0.59375,0.75,1.0,0.75,0.71875,0.84375,1.0,0.875,0.90625,0.96875,1.0,0.96875,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock3.denselayer2.conv1,41,288,128,1,288,128,307200,1066.6666666666667,0.4799339598656637,27.548113943215927,0.9489454794268716,0.234375,0.4375,0.9765625,0.6015625,0.328125,0.5703125,1.0,0.7421875,0.5625,0.8046875,1.0,0.9296875,0.828125,0.953125,1.0,0.9921875
timm:densenet121.tv_in1k,features.denseblock3.denselayer2.conv2,42,128,32,9,1152,32,307200,266.6666666666667,0.8275962144759662,3.727932827040599,1.0,0.625,0.71875,1.0,0.75,0.71875,0.84375,1.0,0.875,0.9375,0.96875,1.0,0.96875,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock3.denselayer3.conv1,43,320,128,1,320,128,307200,960.0,0.580877189755495,12.03024256410232,1.0,0.3203125,0.5234375,1.0,0.6484375,0.4375,0.6640625,1.0,0.7890625,0.6953125,0.875,1.0,0.9453125,0.9140625,0.984375,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock3.denselayer3.conv2,44,128,32,9,1152,32,307200,266.6666666666667,0.8518096334531157,3.212322742279205,1.0,0.625,0.75,1.0,0.75,0.71875,0.875,1.0,0.875,0.90625,0.96875,1.0,0.96875,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock3.denselayer4.conv1,45,352,128,1,352,128,307200,872.7272727272727,0.5667105519578284,20.037770127572603,1.0,0.28125,0.5234375,1.0,0.640625,0.40625,0.6640625,1.0,0.7890625,0.671875,0.875,1.0,0.9453125,0.9140625,0.9765625,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock3.denselayer4.conv2,46,128,32,9,1152,32,307200,266.6666666666667,0.8725288513847578,2.9905847567410064,1.0,0.65625,0.78125,1.0,0.75,0.78125,0.875,1.0,0.875,0.9375,0.96875,1.0,0.96875,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock3.denselayer5.conv1,47,384,128,1,384,128,307200,800.0,0.5639166833489577,11.436917986679342,1.0,0.265625,0.515625,1.0,0.625,0.3828125,0.6484375,1.0,0.765625,0.640625,0.8671875,1.0,0.9453125,0.8984375,0.984375,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock3.denselayer5.conv2,48,128,32,9,1152,32,307200,266.6666666666667,0.9020284801351559,2.636320588427326,1.0,0.6875,0.78125,1.0,0.78125,0.8125,0.875,1.0,0.875,0.9375,0.96875,1.0,1.0,1.0,1.0,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock3.denselayer6.conv1,49,416,128,1,416,128,307200,738.4615384615385,0.5841016960032839,11.11139952418248,1.0,0.328125,0.5625,1.0,0.6796875,0.46875,0.6953125,1.0,0.8125,0.7421875,0.8984375,1.0,0.953125,0.9453125,0.9921875,1.0,1.0
timm:densenet121.tv_in1k,features.denseblock3.denselayer6.conv2,50,128,32,9,1152,32,307200,266.6666666666667,0.9154797979098257,2.290400433193408,1.0,0.71875,0.8125,1.0,0.8125,0.84375,0.90625,1.0,0.90625,0.96875,1.0,1.0,1.0,1.0,1.0,1.0,1.0
