model,layer,depth_index,C_in,C_out,k,d,r_max,n_samples,n_over_d,kernel_erank_over_rmax,kernel_cond_top_rmax,data_erank_over_rmax,rank_W,n_null,kappa,ostrowski_ok,bound_0.9,bound_ok_0.9,out_0.9,kernel_0.9,data_0.9,ortho_0.9,bound_0.95,bound_ok_0.95,out_0.95,kernel_0.95,data_0.95,ortho_0.95,bound_0.99,bound_ok_0.99,out_0.99,kernel_0.99,data_0.99,ortho_0.99,bound_0.999,bound_ok_0.999,out_0.999,kernel_0.999,data_0.999,ortho_0.999
timm:resnet34.a1_in1k,layer3.0.conv1,16,128,256,9,1152,256,307200,266.6666666666667,0.6722366536996686,8.728357879503022,1.0,256,0,8.728357879503022,True,0.98828125,True,0.32421875,0.59765625,1.0,0.58984375,0.99609375,True,0.453125,0.7265625,1.0,0.74609375,1.0,True,0.71484375,0.9140625,1.0,0.9296875,1.0,True,0.9375,0.9921875,1.0,0.9921875
timm:resnet34.a1_in1k,layer3.0.conv2,17,256,256,9,2304,256,307200,133.33333333333334,0.774629755806743,5.673830291675164,1.0,256,0,5.673830291675164,True,0.984375,True,0.46484375,0.703125,1.0,0.67578125,0.9921875,True,0.62109375,0.8203125,1.0,0.81640625,1.0,True,0.87109375,0.95703125,1.0,0.95703125,1.0,True,0.984375,0.99609375,1.0,0.99609375
timm:resnet34.a1_in1k,layer3.0.downsample.0,18,128,256,1,128,128,307200,2400.0,0.6432103425494419,14.698681565690574,0.6951943972305775,128,0,14.698681565690574,True,0.9921875,True,0.3828125,0.5703125,0.6953125,0.6953125,0.9921875,True,0.5078125,0.6875,0.8125,0.8125,1.0,True,0.7578125,0.8671875,0.9375,0.9375,1.0,True,0.9375,0.9765625,0.984375,0.984375
timm:resnet34.a1_in1k,layer3.1.conv1,19,256,256,9,2304,256,307200,133.33333333333334,0.7781364179587201,7.182699583154162,1.0,256,0,7.182699583154162,True,0.984375,True,0.4140625,0.71875,1.0,0.609375,0.9921875,True,0.5703125,0.83203125,1.0,0.76171875,1.0,True,0.84375,0.95703125,1.0,0.9375,1.0,True,0.9765625,0.99609375,1.0,0.9921875
timm:resnet34.a1_in1k,layer3.1.conv2,20,256,256,9,2304,256,307200,133.33333333333334,0.7300114820132174,7.284155150866484,1.0,256,0,7.284155150866484,True,0.98828125,True,0.54296875,0.703125,1.0,0.73046875,0.99609375,True,0.6953125,0.82421875,1.0,0.84375,1.0,True,0.90625,0.95703125,1.0,0.95703125,1.0,True,0.98828125,0.99609375,1.0,0.99609375
timm:resnet34.a1_in1k,layer3.2.conv1,21,256,256,9,2304,256,307200,133.33333333333334,0.7969031049009677,5.647626279661463,1.0,256,0,5.647626279661463,True,0.984375,True,0.45703125,0.734375,1.0,0.67578125,0.9921875,True,0.625,0.84765625,1.0,0.8125,1.0,True,0.87890625,0.96484375,1.0,0.95703125,1.0,True,0.984375,0.99609375,1.0,0.99609375
timm:resnet34.a1_in1k,layer3.2.conv2,22,256,256,9,2304,256,307200,133.33333333333334,0.7750035096450046,6.082841357248014,1.0,256,0,6.082841357248014,True,0.98828125,True,0.578125,0.72265625,1.0,0.76171875,0.99609375,True,0.7265625,0.8359375,1.0,0.8671875,1.0,True,0.91796875,0.9609375,1.0,0.96484375,1.0,True,0.9921875,0.99609375,1.0,0.99609375
timm:resnet34.a1_in1k,layer3.3.conv1,23,256,256,9,2304,256,307200,133.33333333333334,0.7739418934402993,10.412734341420341,1.0,256,0,10.412734341420341,True,0.99609375,True,0.44921875,0.7265625,1.0,0.69140625,1.0,True,0.62109375,0.83984375,1.0,0.82421875,1.0,True,0.875,0.9609375,1.0,0.9609375,1.0,True,0.984375,0.99609375,1.0,0.99609375
timm:resnet34.a1_in1k,layer3.3.conv2,24,256,256,9,2304,256,307200,133.33333333333334,0.7505271533323595,7.337160426864943,1.0,256,0,7.337160426864943,True,0.98828125,True,0.57421875,0.71484375,1.0,0.765625,0.99609375,True,0.72265625,0.83203125,1.0,0.8671875,1.0,True,0.91796875,0.95703125,1.0,0.96484375,1.0,True,0.9921875,0.99609375,1.0,0.9921875
timm:resnet34.a1_in1k,layer3.4.conv1,25,256,256,9,2304,256,307200,133.33333333333334,0.7519710106260588,6.959265092454669,1.0,256,0,6.959265092454669,True,0.9921875,True,0.453125,0.71875,1.0,0.69921875,0.99609375,True,0.62109375,0.8359375,1.0,0.83203125,1.0,True,0.87890625,0.9609375,1.0,0.9609375,1.0,True,0.984375,0.99609375,1.0,0.99609375
timm:resnet34.a1_in1k,layer3.4.conv2,26,256,256,9,2304,256,307200,133.33333333333334,0.7786729958758701,6.545537910245865,1.0,256,0,6.545537910245865,True,0.9921875,True,0.57421875,0.71484375,1.0,0.7734375,0.99609375,True,0.71875,0.83203125,1.0,0.875,1.0,True,0.91796875,0.95703125,1.0,0.97265625,1.0,True,0.9921875,0.99609375,1.0,1.0
timm:resnet34.a1_in1k,layer3.5.conv1,27,256,256,9,2304,256,307200,133.33333333333334,0.7151069106675754,7.97028155752106,1.0,256,0,7.97028155752106,True,0.99609375,True,0.45703125,0.70703125,1.0,0.69921875,1.0,True,0.625,0.82421875,1.0,0.828125,1.0,True,0.875,0.95703125,1.0,0.9609375,1.0,True,0.984375,0.99609375,1.0,0.99609375
timm:resnet34.a1_in1k,layer3.5.conv2,28,256,256,9,2304,256,307200,133.33333333333334,0.7534544832245832,7.925836553167416,1.0,256,0,7.925836553167416,True,0.9921875,True,0.54296875,0.6875,1.0,0.765625,0.99609375,True,0.68359375,0.8046875,1.0,0.8671875,1.0,True,0.89453125,0.94921875,1.0,0.96875,1.0,True,0.98828125,0.99609375,1.0,0.99609375
timm:resnet34.a1_in1k,layer4.0.conv1,29,256,512,9,2304,512,307200,133.33333333333334,0.5699703399129902,16.80308159738844,1.0,512,0,16.80308159738844,True,0.998046875,True,0.25,0.541015625,1.0,0.580078125,1.0,True,0.36328125,0.685546875,1.0,0.73828125,1.0,True,0.630859375,0.8984375,1.0,0.931640625,1.0,True,0.90625,0.98828125,1.0,0.9921875
timm:resnet34.a1_in1k,layer4.0.conv2,30,512,512,9,4608,512,307200,66.66666666666667,0.795913779648241,12.558073181026733,1.0,512,0,12.558073181026733,True,0.998046875,True,0.55859375,0.732421875,1.0,0.755859375,1.0,True,0.708984375,0.84375,1.0,0.8671875,1.0,True,0.912109375,0.9609375,1.0,0.96875,1.0,True,0.986328125,0.994140625,1.0,0.99609375
timm:resnet34.a1_in1k,layer4.0.downsample.0,31,256,512,1,256,256,307200,1200.0,0.6496804683635166,16.425242832011104,0.6530864782177956,256,0,16.425242832011104,True,0.99609375,True,0.40625,0.58203125,0.70703125,0.70703125,1.0,True,0.546875,0.703125,0.8359375,0.8359375,1.0,True,0.79296875,0.8828125,0.95703125,0.95703125,1.0,True,0.953125,0.9765625,0.9921875,0.9921875
timm:resnet34.a1_in1k,layer4.1.conv1,32,512,512,9,4608,512,307200,66.66666666666667,0.7467506926736537,13.889197909585047,1.0,512,0,13.889197909585047,True,0.99609375,True,0.46875,0.720703125,1.0,0.693359375,0.998046875,True,0.6328125,0.833984375,1.0,0.826171875,1.0,True,0.875,0.95703125,1.0,0.95703125,1.0,True,0.98046875,0.994140625,1.0,0.994140625
timm:resnet34.a1_in1k,layer4.1.conv2,33,512,512,9,4608,512,307200,66.66666666666667,0.6160505538564888,16.088548179198277,1.0,512,0,16.088548179198277,True,0.99609375,True,0.498046875,0.703125,1.0,0.72265625,0.998046875,True,0.6484375,0.822265625,1.0,0.837890625,1.0,True,0.87890625,0.955078125,1.0,0.95703125,1.0,True,0.984375,0.99609375,1.0,0.994140625
timm:resnet34.a1_in1k,layer4.2.conv1,34,512,512,9,4608,512,307200,66.66666666666667,0.7196092650377031,12.531358440200364,1.0,512,0,12.531358440200364,True,0.99609375,True,0.40625,0.716796875,1.0,0.708984375,0.998046875,True,0.578125,0.83203125,1.0,0.8359375,1.0,True,0.849609375,0.958984375,1.0,0.9609375,1.0,True,0.978515625,0.99609375,1.0,0.99609375
timm:resnet34.a1_in1k,layer4.2.conv2,35,512,512,9,4608,512,307200,66.66666666666667,0.5039409163390105,20.797797063401674,1.0,512,0,20.797797063401674,True,1.0,True,0.46484375,0.666015625,1.0,0.708984375,1.0,True,0.615234375,0.794921875,1.0,0.828125,1.0,True,0.857421875,0.9453125,1.0,0.958984375,1.0,True,0.98046875,0.994140625,1.0,0.99609375
