layer,kind,depth_index,C,groups,is_depthwise,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,n_over_C,model
layer4.1.relu,act,34,512,1,False,0,7,7,3072,4.020173493957406,115.03255467607225,0.22467295835170362,270.1818553138184,0.5276989361598016,16.072759379412098,0.03139210816291425,1.0043151787421678,10,512,0.9240937829411326,512,310,384,476,508,0.60546875,0.75,0.9296875,0.9921875,5,resnet18
layer4.1.relu,act,34,512,1,False,0,7,7,5120,4.03654693518252,118.82181991250482,0.23207386701661098,288.00629416844816,0.5625122932977503,16.064526348051622,0.031376028023538324,0.8786502716149378,10,512,0.9451549627183669,512,336,407,485,509,0.65625,0.794921875,0.947265625,0.994140625,10,resnet18
layer4.1.relu,act,34,512,1,False,0,7,7,13312,4.087182526764094,127.29592936602145,0.24862486204301065,311.3728043049595,0.608150008408124,16.386970840129372,0.03200580242212768,0.7390519203881901,10,512,0.9692547427584318,512,366,429,493,510,0.71484375,0.837890625,0.962890625,0.99609375,25,resnet18
layer4.1.relu,act,34,512,1,False,0,7,7,25600,4.082719860887832,128.37534788210476,0.25073310133223586,317.8000640925421,0.6207032501807462,16.317512654060053,0.03187014190246104,0.6907526040350734,10,512,0.9780310005392289,512,376,436,495,510,0.734375,0.8515625,0.966796875,0.99609375,50,resnet18
layer4.1.relu,act,34,512,1,False,0,7,7,51200,4.071809344121579,131.2984318685955,0.25644224974335056,322.8409097626385,0.6305486518801533,16.617285651265693,0.032455636037628306,0.6626033713921389,10,512,0.9830307197528778,512,382,441,496,511,0.74609375,0.861328125,0.96875,0.998046875,100,resnet18
layer4.1.relu,act,34,512,1,False,0,7,7,128000,4.044992812428669,134.94165457932044,0.26355791910023524,327.1299099981894,0.6389256054652137,17.063194859440518,0.03332655245984476,0.6433958881030348,10,512,0.985547050020892,512,386,443,496,511,0.75390625,0.865234375,0.96875,0.998046875,250,resnet18
layer4.1.conv2,conv,35,512,1,False,0,7,7,1024,7.149965331934298,71.26412580917045,0.13918774572103604,118.094454847188,0.23065323212341407,21.738245923106852,0.04245751156856807,2.6559766063879864,10,512,0.8754722990535335,512,116,160,264,400,0.2265625,0.3125,0.515625,0.78125,1,resnet18
layer4.1.conv2,conv,35,512,1,False,0,7,7,1024,7.149965331934298,71.26412580917045,0.13918774572103604,118.094454847188,0.23065323212341407,21.738245923106852,0.04245751156856807,2.6559766063879864,10,512,0.8754722990535335,512,116,160,264,400,0.2265625,0.3125,0.515625,0.78125,2,resnet18
layer4.1.conv2,conv,35,512,1,False,0,7,7,3072,7.119879136686437,103.33809717106854,0.20183222103724324,170.68423206239234,0.33336764074686004,23.13616006072277,0.04518781261859916,2.1786801694558156,10,512,0.8494490889607115,512,164,215,326,456,0.3203125,0.419921875,0.63671875,0.890625,5,resnet18
layer4.1.conv2,conv,35,512,1,False,0,7,7,5120,7.12867129076348,113.77328148702465,0.22221344040434501,187.61201685368323,0.36642972041735006,22.90599164207738,0.044738264925932386,2.079188309400623,10,512,0.8320371246997644,512,178,229,339,464,0.34765625,0.447265625,0.662109375,0.90625,10,resnet18
layer4.1.conv2,conv,35,512,1,False,0,7,7,13312,7.214072841315595,129.12352858833322,0.2521943917740883,207.3938626633729,0.40506613801440017,24.179431336143356,0.04722545182840499,1.9813412841135691,10,512,0.8123739612726263,512,192,243,352,471,0.375,0.474609375,0.6875,0.919921875,25,resnet18
layer4.1.conv2,conv,35,512,1,False,0,7,7,25600,7.217451447204985,133.06664330939148,0.25989578771365524,213.30806147206266,0.4166173075626224,24.30227661413484,0.04746538401198211,1.9465875580685494,10,512,0.8050264367174482,512,197,247,356,473,0.384765625,0.482421875,0.6953125,0.923828125,50,resnet18
layer4.1.conv2,conv,35,512,1,False,0,7,7,51200,7.240840247670974,135.60145257731344,0.2648465870650653,216.73538538040006,0.42331129957109387,24.455911619973396,0.04776545238276054,1.9288583627101248,10,512,0.8002931543239185,512,199,249,358,474,0.388671875,0.486328125,0.69921875,0.92578125,100,resnet18
layer4.1.conv2,conv,35,512,1,False,0,7,7,128000,7.193246474402371,137.84318121015679,0.26922496330108747,219.33401317663578,0.42838674448561676,24.674566062011987,0.04819251183986716,1.9173175623874639,10,512,0.7972288990985121,512,201,251,359,474,0.392578125,0.490234375,0.701171875,0.92578125,250,resnet18
layer4.1.relu,act,36,512,1,False,1,7,7,1024,1227.6439821125825,53.53317721396115,0.10455698674601788,115.31969995208333,0.22523378896891275,11.20036079992434,0.021875704687352227,2.136577838350475,10,512,0.9150215114583179,512,127,185,324,457,0.248046875,0.361328125,0.6328125,0.892578125,1,resnet18
layer4.1.relu,act,36,512,1,False,1,7,7,1024,1227.6439821125825,53.53317721396115,0.10455698674601788,115.31969995208333,0.22523378896891275,11.20036079992434,0.021875704687352227,2.136577838350475,10,512,0.9150215114583179,512,127,185,324,457,0.248046875,0.361328125,0.6328125,0.892578125,2,resnet18
layer4.1.relu,act,36,512,1,False,1,7,7,3072,1167.6782510780902,66.67377241256385,0.13022221174328877,172.1250727299773,0.3361817826757369,10.811927363955688,0.021117045632725952,1.5860418578705189,10,512,0.9262518418107109,512,194,270,419,499,0.37890625,0.52734375,0.818359375,0.974609375,5,resnet18
layer4.1.relu,act,36,512,1,False,1,7,7,5120,1180.2140284233926,68.9371034940538,0.13464278026182383,189.71886034192786,0.37054464910532786,10.59996562556744,0.020703057862436407,1.455999265898366,10,512,0.9232656407586861,512,215,294,439,503,0.419921875,0.57421875,0.857421875,0.982421875,10,resnet18
layer4.1.relu,act,36,512,1,False,1,7,7,13312,1176.5775973301336,72.82586729632666,0.14223802206313801,210.89506629189705,0.41190442635136143,10.592183083075627,0.020687857584132083,1.316926259556814,10,512,0.9217276285998599,512,238,323,458,506,0.46484375,0.630859375,0.89453125,0.98828125,25,resnet18
layer4.1.relu,act,36,512,1,False,1,7,7,25600,1169.869177451633,74.04690106423426,0.14462285364108254,218.30449750263594,0.4263759716848358,10.595251861300795,0.020693851291603116,1.266824695753194,10,512,0.9197264354588963,512,246,333,464,507,0.48046875,0.650390625,0.90625,0.990234375,50,resnet18
layer4.1.relu,act,36,512,1,False,1,7,7,51200,1169.829624366968,75.3060171960398,0.14708206483601524,222.77729510099883,0.43511190449413834,10.669306243590633,0.020838488757012955,1.2385415937505362,10,512,0.9187427682777773,512,251,339,468,508,0.490234375,0.662109375,0.9140625,0.9921875,100,resnet18
layer4.1.relu,act,36,512,1,False,1,7,7,128000,1163.1143361677468,76.56514050865766,0.149541290055972,226.03309430628622,0.44147088731696527,10.765097307086892,0.021025580677904086,1.2206268797861295,10,512,0.9177634257442966,512,254,343,470,508,0.49609375,0.669921875,0.91796875,0.9921875,250,resnet18
