layer,kind,depth_index,C,groups,is_depthwise,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,model,weights,source,n_over_C,n_over_C_ok,pooled_n_samples,pooled_total_variance,pooled_participation_ratio,pooled_participation_ratio_norm,pooled_effective_rank,pooled_effective_rank_norm,pooled_stable_rank,pooled_stable_rank_norm,pooled_powerlaw_alpha,pooled_powerlaw_fit_lo,pooled_powerlaw_fit_hi,pooled_powerlaw_r2,pooled_nonzero_eigs,pooled_k_star_0.9,pooled_k_star_0.95,pooled_k_star_0.99,pooled_k_star_0.999,pooled_k_star_ratio_0.9,pooled_k_star_ratio_0.95,pooled_k_star_ratio_0.99,pooled_k_star_ratio_0.999,pooled_n_over_C,pooled_n_over_C_ok,r_max,k_star_rmax_0.9,k_star_rmax_0.95,k_star_rmax_0.99,k_star_rmax_0.999,r_max_over_C
layer3.4.relu,act,72,256,1,False,0,14,14,800000,6823.782947614309,2.275213660544064,0.0088875533615002,6.135946602457439,0.0239685414158493,1.5275548418727922,0.0059670111010655,5.403816705025296,10,256,0.2660941134225519,236,14,39,110,170,0.0546875,0.15234375,0.4296875,0.6640625,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,1642.8760829514447,1.0616692731556,0.004147145598264,1.239460365846212,0.0048416420540867,1.0304304708811731,0.0040251190268795,5.409264901942395,10,256,0.3853611513383211,238,1,1,6,49,0.00390625,0.00390625,0.0234375,0.19140625,195.3125,True,,,,,,
layer3.4.conv2,conv,73,256,1,False,0,14,14,800000,18245.283474581094,2.896638218211489,0.0113149930398886,7.003090948297362,0.0273558240167865,1.7956756638158382,0.0070143580617806,1.233472370051899,10,256,0.9790358771616484,256,11,43,164,241,0.04296875,0.16796875,0.640625,0.94140625,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,3144.0661451576625,1.0654127830754965,0.0041617686838886,1.2523140315676298,0.004891851685811,1.0322490416568086,0.0040322228189719,2.7519283739932865,10,256,0.9577637156801582,256,1,1,7,43,0.00390625,0.00390625,0.02734375,0.16796875,195.3125,True,256.0,0.04296875,0.16796875,0.640625,0.94140625,1.0
layer3.4.relu,act,74,256,1,False,1,14,14,800000,8703.73860203215,2.734771243159213,0.0106827001685906,6.844612376045266,0.0267367670939268,1.7139836691374335,0.0066952487075681,3.444902338109467,10,256,0.3030058271210201,253,12,40,119,177,0.046875,0.15625,0.46484375,0.69140625,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,1664.6497353490597,1.0577488594058102,0.0041318314820539,1.227978648639166,0.0047967915962467,1.0285135620655497,0.0040176311018185,3.73251832933398,10,256,0.5260574655447303,253,1,1,6,45,0.00390625,0.00390625,0.0234375,0.17578125,195.3125,True,,,,,,
layer3.4.conv3,conv,75,1024,1,False,0,14,14,800000,17075.90348442078,2.788482297113192,0.0027231272432746,6.946738345070607,0.006783924165108,1.734121806305528,0.0016934783264702,7.693619079612192,10,1024,0.815917680090315,618,12,38,111,173,0.01171875,0.037109375,0.1083984375,0.1689453125,resnet50_random,random_init,imagenet_val[50000],781.25,True,50000,3203.957721188165,1.0606107035757055,0.0010357526402106,1.237823698986116,0.0012088122060411,1.029908714857689,0.0010057702293532,6.347113142478571,10,1024,0.878519968885945,625,1,1,7,44,0.0009765625,0.0009765625,0.0068359375,0.04296875,48.828125,False,256.0,0.046875,0.1484375,0.43359375,0.67578125,0.25
layer3.4.relu,act,76,1024,1,False,2,14,14,800000,16745.043759049688,2.386276562478112,0.002330348205545,6.677836711156341,0.0065213249132386,1.5732049248423583,0.0015363329344163,2.39717442693712,10,1024,0.4726637362130469,1016,12,52,267,696,0.01171875,0.05078125,0.2607421875,0.6796875,resnet50_random,random_init,imagenet_val[50000],781.25,True,50000,3809.076047851023,1.0522736157118238,0.0010276109528435,1.2104272294323315,0.0011820578412425,1.025841140647607,0.0010017979889136,2.596184977559496,10,1024,0.5636247569661037,1013,1,1,6,57,0.0009765625,0.0009765625,0.005859375,0.0556640625,48.828125,False,,,,,,
layer3.5.conv1,conv,77,256,1,False,0,14,14,800000,31515.934962180152,2.495199315798041,0.009746872327336,6.585617546748583,0.0257250685419866,1.613865328439162,0.0063041614392154,1.6545778165929717,10,256,0.9551445822363088,256,12,39,132,226,0.046875,0.15234375,0.515625,0.8828125,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,7126.314810237077,1.0541624268165413,0.0041178219797521,1.2147735482913666,0.0047452091730131,1.0267657281687153,0.004010803625659,2.109080725544776,10,256,0.9871791292156684,256,1,1,6,47,0.00390625,0.00390625,0.0234375,0.18359375,195.3125,True,256.0,0.046875,0.15234375,0.515625,0.8828125,1.0
layer3.5.relu,act,78,256,1,False,0,14,14,800000,15418.045492546167,2.420611345675772,0.0094555130690459,6.315993934019346,0.024671851304763,1.5832181976815198,0.0061844460846934,5.5229908453879135,10,256,0.2692617267340895,240,12,34,101,157,0.046875,0.1328125,0.39453125,0.61328125,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,3678.2978970004015,1.0520345266324744,0.0041095098696581,1.2053474469735974,0.0047083884647406,1.025727849793233,0.0040067494132548,5.36121260741659,10,256,0.3583100406131116,240,1,1,5,43,0.00390625,0.00390625,0.01953125,0.16796875,195.3125,True,,,,,,
layer3.5.conv2,conv,79,256,1,False,0,14,14,800000,38077.512378694046,3.0408685042532317,0.0118783925947391,7.409918060264672,0.0289449924229088,1.849288652877215,0.0072237838003016,1.292562280605031,10,256,0.981471525906092,256,12,42,161,240,0.046875,0.1640625,0.62890625,0.9375,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,6464.9473247480855,1.0596665249623929,0.0041393223631343,1.2317649460590796,0.0048115818205432,1.0294528496717297,0.0040213001940301,2.839341529657136,10,256,0.9547017997224388,256,1,1,6,41,0.00390625,0.00390625,0.0234375,0.16015625,195.3125,True,256.0,0.046875,0.1640625,0.62890625,0.9375,1.0
layer3.5.relu,act,80,256,1,False,1,14,14,800000,17287.486395975346,2.820674801821553,0.0110182609446154,7.017325925302571,0.0274114293957131,1.744809575585368,0.0068156624046303,3.453891563387937,10,256,0.4261882987912542,253,11,36,112,171,0.04296875,0.140625,0.4375,0.66796875,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,3235.1288571697173,1.05521288687799,0.0041219253393671,1.2165942896419215,0.0047523214439137,1.027279213483383,0.0040128094276694,4.047361595427377,10,256,0.4204188879308154,250,1,1,6,42,0.00390625,0.00390625,0.0234375,0.1640625,195.3125,True,,,,,,
layer3.5.conv3,conv,81,1024,1,False,0,14,14,800000,35216.92459503939,2.7663808360450237,0.0027015437852002,6.785069885995962,0.0066260448105429,1.725218970525494,0.0016847841509038,7.682929885503577,10,1024,0.8256794102663242,618,11,33,104,166,0.0107421875,0.0322265625,0.1015625,0.162109375,resnet50_random,random_init,imagenet_val[50000],781.25,True,50000,6699.472979996065,1.0532901887668842,0.0010286036999676,1.208886493496806,0.0011805532163054,1.026340739404826,0.001002285878325,6.296245303702251,10,1024,0.8850708285908868,623,1,1,5,39,0.0009765625,0.0009765625,0.0048828125,0.0380859375,48.828125,False,256.0,0.04296875,0.12890625,0.40625,0.6484375,0.25
layer3.5.relu,act,82,1024,1,False,2,14,14,800000,37200.19397272312,2.397580001906878,0.0023413867206121,6.470274369356786,0.0063186273138249,1.5803952551808775,0.0015433547413875,2.477200129732714,10,1024,0.3754971167279154,1016,11,45,249,688,0.0107421875,0.0439453125,0.2431640625,0.671875,resnet50_random,random_init,imagenet_val[50000],781.25,True,50000,8401.62646117715,1.0444951565564862,0.0010200148013246,1.1813389432425208,0.0011536513117602,1.0220327888100442,0.0009980788953223,2.6324632258918617,10,1024,0.4535068541498555,1013,1,1,5,50,0.0009765625,0.0009765625,0.0048828125,0.048828125,48.828125,False,,,,,,
layer4.0.conv1,conv,83,512,1,False,0,14,14,800000,79246.14521262016,2.2642109404282063,0.0044222869930238,5.726983067709032,0.0111855138041192,1.5316019811373038,0.0029914101194087,1.9936427124809093,10,512,0.927244113435252,512,9,33,160,365,0.017578125,0.064453125,0.3125,0.712890625,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,18330.2965917192,1.0387647878926036,0.0020288374763527,1.1597699183698802,0.0022651756218161,1.0192180113377998,0.0019906601783941,2.2988641016305253,10,512,0.9672859266814556,512,1,1,4,41,0.001953125,0.001953125,0.0078125,0.080078125,97.65625,True,512.0,0.017578125,0.064453125,0.3125,0.712890625,1.0
layer4.0.relu,act,84,512,1,False,0,14,14,800000,37546.720377481455,2.175634884156048,0.0042492868831172,5.637570671612888,0.0110108802179939,1.494348247244376,0.0029186489203991,5.039359637207179,10,512,0.231188870910131,471,10,35,157,315,0.01953125,0.068359375,0.306640625,0.615234375,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,9066.998911884242,1.037443853666265,0.0020262575266919,1.1555388225457044,0.0022569117627845,1.0185679564861077,0.0019893905400119,4.662902508261812,10,512,0.3097836280922619,468,1,1,4,43,0.001953125,0.001953125,0.0078125,0.083984375,97.65625,True,,,,,,
layer4.0.conv2,conv,85,512,1,False,0,7,7,800000,94415.64067147343,2.4141112532251,0.0047150610414552,5.523342175332212,0.0107877776861957,1.6075040480658005,0.0031396563438785,1.239795337495651,10,512,0.9746726418178596,512,6,26,243,458,0.01171875,0.05078125,0.474609375,0.89453125,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,16535.696996769046,1.0571285524802998,0.002064704204063,1.2457188648800837,0.0024330446579689,1.0282015273123937,0.002008206108032,1.651157086448731,10,512,0.969635402923822,512,1,1,7,168,0.001953125,0.001953125,0.013671875,0.328125,97.65625,True,512.0,0.01171875,0.05078125,0.474609375,0.89453125,1.0
layer4.0.relu,act,86,512,1,False,1,7,7,800000,45691.40885939485,2.2753039804387245,0.0044439530867943,5.401394144586433,0.0105495979386453,1.5428100292700946,0.0030133008384181,3.616314853213445,10,512,0.2565562224193742,484,7,28,190,326,0.013671875,0.0546875,0.37109375,0.63671875,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,8958.21503440195,1.0536976959590385,0.0020580033124199,1.2304762898895434,0.0024032740036905,1.0265304760180718,0.0020049423359727,3.791104329267245,10,512,0.28401511108708,486,1,1,7,148,0.001953125,0.001953125,0.013671875,0.2890625,97.65625,True,,,,,,
layer4.0.conv3,conv,87,2048,1,False,0,7,7,800000,91941.34098490664,2.264055978156697,0.0011054960830843,5.338600983478819,0.0026067387614642,1.538085879174259,0.0007510184956905,6.513568624918931,10,2048,0.8114749128188725,1232,7,27,174,317,0.00341796875,0.01318359375,0.0849609375,0.15478515625,resnet50_random,random_init,imagenet_val[50000],390.625,True,50000,18049.67746467209,1.053403286623457,0.0005143570735466,1.228806797909386,0.0006000033192916,1.026386493581688,0.0005011652800691,6.04435706819335,10,2048,0.8371722228260237,1225,1,1,7,137,0.00048828125,0.00048828125,0.00341796875,0.06689453125,24.4140625,False,512.0,0.013671875,0.052734375,0.33984375,0.619140625,0.25
layer4.0.downsample.0,conv,88,2048,1,False,0,7,7,800000,73294.05567611691,2.157061330480419,0.0010532526027736,5.345548970593507,0.0026101313332976,1.4944481458919665,0.0007297110087363,5.2618178217390845,10,2048,0.6562587198644256,1500,8,35,204,576,0.00390625,0.01708984375,0.099609375,0.28125,resnet50_random,random_init,imagenet_val[50000],390.625,True,50000,16407.812450724512,1.0593525787271345,0.0005172620013316,1.254992906164444,0.0006127895049631,1.0292859090766884,0.0005025810102913,4.885945991606196,10,2048,0.6952373480799652,1507,1,1,8,166,0.00048828125,0.00048828125,0.00390625,0.0810546875,24.4140625,False,1024.0,0.0078125,0.0341796875,0.19921875,0.5625,0.5
layer4.0.relu,act,89,2048,1,False,2,7,7,800000,83369.51126908275,2.0558960133839688,0.0010038554752851,5.218271059550288,0.002547983915796,1.452751774682955,0.0007093514524819,4.463019806227521,10,2048,0.2257985233871753,1889,7,37,325,1025,0.00341796875,0.01806640625,0.15869140625,0.50048828125,resnet50_random,random_init,imagenet_val[50000],390.625,True,50000,18666.68708048159,1.0501699523298162,0.000512778297036,1.2228847210562526,0.0005971116802032,1.0248037553247695,0.0005003924586546,4.2590973689092815,10,2048,0.2505407565853275,1882,1,1,7,235,0.00048828125,0.00048828125,0.00341796875,0.11474609375,24.4140625,False,,,,,,
layer4.1.conv1,conv,90,512,1,False,0,7,7,800000,157259.41861352144,2.2115759448870445,0.0043194842673575,5.4485036119150525,0.0106416086170215,1.514925464382314,0.0029588387976217,1.6548105808893707,10,512,0.9393861710695072,512,8,34,194,411,0.015625,0.06640625,0.37890625,0.802734375,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,33495.541712694634,1.0554326275796928,0.0020613918507415,1.2406496238775149,0.0024231437966357,1.027373719435942,0.0020065892957733,1.768919625364526,10,512,0.9583671556985618,512,1,1,7,160,0.001953125,0.001953125,0.013671875,0.3125,97.65625,True,512.0,0.015625,0.06640625,0.37890625,0.802734375,1.0
layer4.1.relu,act,91,512,1,False,0,7,7,800000,65905.16416270037,2.2760930999382643,0.0044454943358169,5.870811639771446,0.0114664289839286,1.5341968273057864,0.0029964781783316,5.528600832112714,10,512,0.2501231631506984,473,9,40,173,302,0.017578125,0.078125,0.337890625,0.58984375,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,14422.792036969931,1.060352028323097,0.0020710000553185,1.260102121200289,0.0024611369554693,1.0297708560145675,0.0020112712031534,5.213947366542165,10,512,0.2823232309901399,472,1,1,9,150,0.001953125,0.001953125,0.017578125,0.29296875,97.65625,True,,,,,,
layer4.1.conv2,conv,92,512,1,False,0,7,7,800000,185082.4253561931,4.0462039130072585,0.0079027420175923,8.210807777344655,0.0160367339401262,2.4858627551337418,0.0048552006936205,1.2141118646283438,10,512,0.9788259077560972,512,8,31,265,466,0.015625,0.060546875,0.517578125,0.91015625,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,20419.84208123273,1.0980940365508067,0.0021447149151382,1.3886775982883657,0.0027122609341569,1.0480496833516009,0.002046972037796,2.105336389746331,10,512,0.9450976140033708,512,1,1,13,158,0.001953125,0.001953125,0.025390625,0.30859375,97.65625,True,512.0,0.015625,0.060546875,0.517578125,0.91015625,1.0
layer4.1.relu,act,93,512,1,False,1,7,7,800000,82707.77500626467,4.109349605149791,0.0080260734475581,9.219561725911442,0.0180069564959207,2.371187697583513,0.0046312259718427,2.454466336997935,10,512,0.2861953091479059,508,11,44,230,382,0.021484375,0.0859375,0.44921875,0.74609375,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,11066.588932379682,1.0925242697037758,0.0021338364642651,1.3730738012377277,0.0026817847680424,1.0453691747810272,0.0020417366694941,2.37585921317683,10,512,0.4774069734594954,508,1,1,13,189,0.001953125,0.001953125,0.025390625,0.369140625,97.65625,True,,,,,,
layer4.1.conv3,conv,94,2048,1,False,0,7,7,800000,165244.97674943754,4.163974260613696,0.0020331905569402,9.23267589451214,0.0045081425266172,2.402738546530695,0.0011732121809231,6.606171918618436,10,2048,0.783420815781491,1244,11,42,210,370,0.00537109375,0.0205078125,0.1025390625,0.1806640625,resnet50_random,random_init,imagenet_val[50000],390.625,True,50000,21914.29434325011,1.0939622297326532,0.0005341612449866,1.377675795011036,0.0006726932592827,1.0460597466606605,0.0005107713606741,6.185655569642283,10,2048,0.8156758596254403,1243,1,1,13,175,0.00048828125,0.00048828125,0.00634765625,0.08544921875,24.4140625,False,512.0,0.021484375,0.08203125,0.41015625,0.72265625,0.25
layer4.1.relu,act,95,2048,1,False,2,7,7,800000,174695.33285216356,2.946508335361505,0.0014387247731257,7.777041271256297,0.0037973834332306,1.7976621388725114,0.0008777647162463,2.225703170785369,10,2048,0.4542857316940488,2038,10,49,431,1317,0.0048828125,0.02392578125,0.21044921875,0.64306640625,resnet50_random,random_init,imagenet_val[50000],390.625,True,50000,33786.42779731377,1.057983798205704,0.0005165936514676,1.2533808172737793,0.0006120023521844,1.0286219387148905,0.0005022568060131,2.2118450247741817,10,2048,0.5321311418362161,2037,1,1,8,288,0.00048828125,0.00048828125,0.00390625,0.140625,24.4140625,False,,,,,,
layer4.2.conv1,conv,96,512,1,False,0,7,7,800000,374050.34816529474,2.7058996272059948,0.0052849602093867,6.67268040975966,0.0130325789253118,1.70617641557391,0.0033323758116677,1.5514559032926365,10,512,0.9562069180613986,512,8,33,210,428,0.015625,0.064453125,0.41015625,0.8359375,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,77017.99231058045,1.0516436118392976,0.0020539914293736,1.2215084471173348,0.002385758685776,1.0255299628519134,0.0020029882086951,1.690064426836875,10,512,0.9719105560767451,512,1,1,6,150,0.001953125,0.001953125,0.01171875,0.29296875,97.65625,True,512.0,0.015625,0.064453125,0.41015625,0.8359375,1.0
layer4.2.relu,act,97,512,1,False,0,7,7,800000,164178.38627674375,2.679265099451035,0.0052329396473653,6.844850212854395,0.0133688480719812,1.6877310146001891,0.0032963496378909,5.262304856753971,10,512,0.1990664979097978,472,10,37,181,318,0.01953125,0.072265625,0.353515625,0.62109375,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,35115.389750291615,1.052086138404725,0.0020548557390717,1.2248416581620336,0.0023922688635977,1.0257431700487725,0.0020034046290015,5.156370574166604,10,512,0.1907039092051154,473,1,1,7,142,0.001953125,0.001953125,0.013671875,0.27734375,97.65625,True,,,,,,
layer4.2.conv2,conv,98,512,1,False,0,7,7,800000,449504.8468045084,4.083242159089767,0.0079750823419722,8.178347519384673,0.0159733349987981,2.5096607546869034,0.0049016811614978,1.2496642595977867,10,512,0.9814976490333344,512,9,26,250,463,0.017578125,0.05078125,0.48828125,0.904296875,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,49770.84681557891,1.0849984608127723,0.0021191376187749,1.335587834392051,0.0026085699890469,1.0417591676230042,0.0020346858742636,2.0819056992739484,10,512,0.9476655348429728,512,1,1,10,144,0.001953125,0.001953125,0.01953125,0.28125,97.65625,True,512.0,0.017578125,0.05078125,0.48828125,0.904296875,1.0
layer4.2.relu,act,99,512,1,False,1,7,7,800000,199763.3157465197,4.10917212643995,0.008025726809453,9.1079381924646,0.0177889417821574,2.34971456108206,0.0045892862521133,2.4595410079236686,10,512,0.3436460646403686,506,10,36,217,376,0.01953125,0.0703125,0.423828125,0.734375,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,27387.376417011117,1.073294396287266,0.0020962781177485,1.3006524757444158,0.0025403368666883,1.0360770990340835,0.0020235880840509,2.55916635311806,10,512,0.3726157584137504,507,1,1,9,165,0.001953125,0.001953125,0.017578125,0.322265625,97.65625,True,,,,,,
layer4.2.conv3,conv,100,2048,1,False,0,7,7,800000,391882.0670054377,4.250207265421538,0.0020752965163191,9.288625314119049,0.0045354615791596,2.4290796649526767,0.0011860740551526,6.574348790503235,10,2048,0.7866408121597527,1244,10,36,200,365,0.0048828125,0.017578125,0.09765625,0.17822265625,resnet50_random,random_init,imagenet_val[50000],390.625,True,50000,51388.27694872931,1.0790398221177129,0.0005268749131434,1.321267467547026,0.0006451501306381,1.0388600331870246,0.0005072558755796,6.093416380187785,10,2048,0.8179287060731298,1245,1,1,10,159,0.00048828125,0.00048828125,0.0048828125,0.07763671875,24.4140625,False,512.0,0.01953125,0.0703125,0.390625,0.712890625,0.25
layer4.2.relu,act,101,2048,1,False,2,7,7,800000,385816.9208660949,3.3622969209510574,0.0016417465434331,8.725923379986478,0.004260704775384,1.9585463016333124,0.0009563214363443,2.184831703563693,10,2048,0.4301361498522046,2032,11,46,440,1355,0.00537109375,0.0224609375,0.21484375,0.66162109375,resnet50_random,random_init,imagenet_val[50000],390.625,True,50000,71574.95621948046,1.056059632157425,0.0005156541172643,1.2418338408831806,0.0006063641801187,1.027689452728269,0.0005018014905899,2.1596388016746886,10,2048,0.5021792983585118,2031,1,1,7,268,0.00048828125,0.00048828125,0.00341796875,0.130859375,24.4140625,False,,,,,,
