layer,kind,depth_index,C,groups,is_depthwise,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,model,weights,source,n_over_C,n_over_C_ok,pooled_n_samples,pooled_total_variance,pooled_participation_ratio,pooled_participation_ratio_norm,pooled_effective_rank,pooled_effective_rank_norm,pooled_stable_rank,pooled_stable_rank_norm,pooled_powerlaw_alpha,pooled_powerlaw_fit_lo,pooled_powerlaw_fit_hi,pooled_powerlaw_r2,pooled_nonzero_eigs,pooled_k_star_0.9,pooled_k_star_0.95,pooled_k_star_0.99,pooled_k_star_0.999,pooled_k_star_ratio_0.9,pooled_k_star_ratio_0.95,pooled_k_star_ratio_0.99,pooled_k_star_ratio_0.999,pooled_n_over_C,pooled_n_over_C_ok
layer1.1.relu,act,10,64,1,False,0,56,56,800000,0.5931134275365527,14.553513166071161,0.2273986432198619,24.431144668407835,0.38173663544387243,6.065042348246045,0.09476628669134446,5.157282990631021,10,64,0.140053801102216,60,27,37,52,59,0.421875,0.578125,0.8125,0.921875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],12500.0,True,50000,0.06237308386627301,6.631657694304335,0.10361965147350523,10.703388349273311,0.16724044295739549,3.632250164602638,0.05675390882191622,4.5482968397723935,10,64,0.17148268875758033,60,11,16,34,54,0.171875,0.25,0.53125,0.84375,781.25,True
layer1.1.conv2,conv,11,64,1,False,0,56,56,800000,0.8463639720867542,20.01632019357394,0.3127550030245928,27.969751474194624,0.437027366784291,10.198883079141513,0.15935754811158614,2.6573752917049487,10,64,0.9460222304624256,64,25,33,49,61,0.390625,0.515625,0.765625,0.953125,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],12500.0,True,50000,0.08462703491228375,5.17216670348626,0.08081510474197282,7.687572769444102,0.12011832452256409,3.2162590537292974,0.05025404771452027,4.629921249600873,10,64,0.9701128949554735,64,7,10,18,34,0.109375,0.15625,0.28125,0.53125,781.25,True
layer1.1.relu,act,12,64,1,False,1,56,56,800000,0.8085802024006139,25.465773051228553,0.39790270392544613,35.897394813343325,0.5608967939584895,10.973932092668669,0.17146768894794795,1.7771646791761766,10,64,0.9651094334649792,64,34,44,58,64,0.53125,0.6875,0.90625,1.0,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],12500.0,True,50000,0.07630372547909976,5.440181197111899,0.08500283120487342,9.033470915888339,0.1411479830607553,3.120969258806238,0.04876514466884747,2.6584136678992083,10,64,0.9868893794603771,64,9,14,32,56,0.140625,0.21875,0.5,0.875,781.25,True
layer1.1.conv3,conv,13,256,1,False,0,56,56,800000,0.3635395175107576,12.814857254238051,0.05005803614936739,20.284266142666585,0.07923541461979135,4.947225112430475,0.019325098095431543,12.665556597931586,10,256,0.814961159476175,150,19,24,39,56,0.07421875,0.09375,0.15234375,0.21875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.041378697450848795,3.0389830170338055,0.011871027410288303,5.139809032299118,0.02007737903241843,1.9138885656426472,0.007476127209541591,12.341974235720782,10,256,0.8446469434721935,132,6,8,18,38,0.0234375,0.03125,0.0703125,0.1484375,195.3125,True
layer1.1.relu,act,14,256,1,False,2,56,56,800000,5.249053891717558,35.41536592513298,0.1383412731450507,61.33629511775584,0.23959490280373374,15.087307855062042,0.0589347963088361,2.8538319603561018,10,256,0.18904348411092387,248,66,103,183,232,0.2578125,0.40234375,0.71484375,0.90625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.6780761083189457,9.694205154092282,0.03786798888317298,16.271076123724654,0.06355889110829943,5.117948062143602,0.019991984617748447,3.1972954670245453,10,256,0.3777341258831326,248,15,25,65,161,0.05859375,0.09765625,0.25390625,0.62890625,195.3125,True
layer1.2.conv1,conv,15,64,1,False,0,56,56,800000,1.324238316857826,10.400571178224654,0.16250892465976022,14.899054054316105,0.23279771959868914,5.538123209800364,0.08653317515313069,3.279038019984798,10,64,0.9769732871949568,64,13,19,34,54,0.203125,0.296875,0.53125,0.84375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],12500.0,True,50000,0.05580294617934983,4.934792843638049,0.07710613818184452,8.332129021542116,0.13018951596159556,2.6649680036800953,0.04164012505750149,3.488030673608916,10,64,0.9701645605786609,64,9,13,27,47,0.140625,0.203125,0.421875,0.734375,781.25,True
layer1.2.relu,act,16,64,1,False,0,56,56,800000,0.7009214406921631,18.199748502436183,0.28437107035056536,29.471427855443576,0.46049106024130587,8.353511170861102,0.13052361204470472,1.444735384963167,10,64,0.9614914287611513,64,34,44,58,64,0.53125,0.6875,0.90625,1.0,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],12500.0,True,50000,0.021379666332508918,8.670174951534825,0.13547148361773165,13.580904880661704,0.21220163876033912,5.107195546379559,0.07979993041218061,2.278794603072985,10,64,0.9915380595959389,64,13,21,44,60,0.203125,0.328125,0.6875,0.9375,781.25,True
layer1.2.conv2,conv,17,64,1,False,0,56,56,800000,1.2683177345750571,21.42387390416943,0.33474802975264734,28.745079363705827,0.44914186505790354,11.563192593366853,0.18067488427135708,2.522971957054276,10,64,0.9799974102187954,64,25,33,51,62,0.390625,0.515625,0.796875,0.96875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],12500.0,True,50000,0.01320459608478795,4.4439278294284765,0.06943637233481995,7.090909650476136,0.11079546328868962,2.53161709318248,0.03955651708097625,3.5710132382326885,10,64,0.9384070892913623,64,7,10,24,44,0.109375,0.15625,0.375,0.6875,781.25,True
layer1.2.relu,act,18,64,1,False,1,56,56,800000,0.9344530370323232,34.453875906724654,0.5383418110425727,44.92835043106,0.7020054754853124,15.657211780276196,0.24464393406681556,1.2111778633362211,10,64,0.9935637847371799,64,44,53,62,64,0.6875,0.828125,0.96875,1.0,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],12500.0,True,50000,0.0139742919090287,4.182195767978083,0.06534680887465755,8.92692806919975,0.1394832510812461,2.202688685067006,0.03441701070417197,2.3050667429148435,10,64,0.9828316633343749,64,11,19,40,59,0.171875,0.296875,0.625,0.921875,781.25,True
layer1.2.conv3,conv,19,256,1,False,0,56,56,800000,0.282352708540406,17.433426821137527,0.06809932352006846,26.42356499928649,0.10321705077846285,7.403680774827953,0.028920628026671693,12.507799763871462,10,256,0.8134770120996875,154,25,32,47,60,0.09765625,0.125,0.18359375,0.234375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.00800940627842572,2.8977103095648005,0.011319180896737502,5.545894319736963,0.02166364968647251,1.777133940747457,0.0069419294560447535,12.140357540675035,10,256,0.877936691907466,130,6,11,22,39,0.0234375,0.04296875,0.0859375,0.15234375,195.3125,True
layer1.2.relu,act,20,256,1,False,2,56,56,800000,6.252961191345113,49.96573258488044,0.19517864290968923,84.22766037994724,0.3290142983591689,19.117320672115454,0.074677033875451,1.8572275502620206,10,256,0.9127586616277993,256,90,131,200,241,0.3515625,0.51171875,0.78125,0.94140625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.6726935958862172,10.301649160628958,0.04024081703370687,17.759274238991043,0.06937216499605876,5.440278978066253,0.0212510897580713,2.559182583149819,10,256,0.9915551433157708,256,17,29,77,183,0.06640625,0.11328125,0.30078125,0.71484375,195.3125,True
layer2.0.conv1,conv,21,128,1,False,0,56,56,800000,3.455523626658119,15.519916558192365,0.12124934811087786,25.07355059768964,0.1958871140444503,6.250092099701305,0.04882884452891645,3.5474051258151666,10,128,0.9492417153316774,128,24,32,56,93,0.1875,0.25,0.4375,0.7265625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.1454751270097122,7.235059014341349,0.05652389854954179,12.415464892792873,0.09699581947494432,3.4260943073662538,0.026766361776298857,3.8730107023690263,10,128,0.9511351995274934,128,12,19,38,71,0.09375,0.1484375,0.296875,0.5546875,390.625,True
layer2.0.relu,act,22,128,1,False,0,56,56,800000,1.534571654110361,35.18021982861413,0.2748454674110479,59.05571804623323,0.4613727972361971,13.166960207811968,0.102866876623531,1.4364094796950406,10,128,0.9742183278767464,128,66,88,116,126,0.515625,0.6875,0.90625,0.984375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.052583536547235854,8.11316319709677,0.06338408747731851,15.931318873401082,0.12446342869844595,3.748655374707813,0.02928637011490479,2.30486871192535,10,128,0.9870202418984707,128,19,31,71,115,0.1484375,0.2421875,0.5546875,0.8984375,390.625,True
layer2.0.conv2,conv,23,128,1,False,0,28,28,800000,4.210818615234999,30.16179103707787,0.23563899247717085,46.9444065419076,0.3667531761086531,11.729330462586542,0.09163539423895736,2.312454923077561,10,128,0.9363808362933586,128,44,59,94,122,0.34375,0.4609375,0.734375,0.953125,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.2292418096592566,6.420787423622812,0.05016240174705322,10.706833293029426,0.08364713510179239,3.1847873052007736,0.024881150821881044,3.3576838386000287,10,128,0.9815508822763256,128,10,15,33,74,0.078125,0.1171875,0.2578125,0.578125,390.625,True
layer2.0.relu,act,24,128,1,False,1,28,28,800000,2.1446256399114265,51.27463675539606,0.4005830996515317,75.31337068918211,0.5883857085092352,17.726113247628614,0.13848525974709855,1.302357848196724,10,128,0.9638656343054018,128,76,95,119,127,0.59375,0.7421875,0.9296875,0.9921875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.09985589855314891,7.932198241077955,0.06197029875842152,15.014758235299551,0.11730279871327774,4.043899933588801,0.031592968231162505,2.304154916699801,10,128,0.9982433729328237,128,17,26,66,115,0.1328125,0.203125,0.515625,0.8984375,390.625,True
layer2.0.conv3,conv,25,512,1,False,0,28,28,800000,1.3121259730458628,26.655217547873175,0.052060971773189794,42.35011697197372,0.08271507221088617,8.54237898442566,0.016684333953956368,12.982456617846088,10,512,0.7088332526567565,268,39,52,82,115,0.076171875,0.1015625,0.16015625,0.224609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,0.10150324657717963,6.0908978693155795,0.011896284901006991,10.601519867895616,0.020706093491983626,3.274420399733658,0.0063953523432298005,11.464371082623202,10,512,0.7294462904018211,281,12,17,32,69,0.0234375,0.033203125,0.0625,0.134765625,97.65625,True
layer2.0.downsample.0,conv,26,512,1,False,0,28,28,800000,6.586073055234036,12.345730321253818,0.024112754533698863,21.701347888376617,0.04238544509448558,5.4092476572733315,0.010564936830611975,9.518907276812527,10,512,0.5607821726405813,338,22,33,65,128,0.04296875,0.064453125,0.126953125,0.25,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,1.807974571614355,4.937856910127139,0.009644251777592068,7.609875964011232,0.014863038992209438,2.873813776612444,0.005612917532446179,9.107634651998932,10,512,0.5897421098125369,347,7,10,21,49,0.013671875,0.01953125,0.041015625,0.095703125,97.65625,True
layer2.0.relu,act,27,512,1,False,2,28,28,800000,11.784390770872546,34.37381374120476,0.06713635496329055,77.8256055853194,0.15200313590882694,10.811932938708075,0.02111705652091421,4.9837530209557,10,512,0.16496253594664578,451,102,173,320,414,0.19921875,0.337890625,0.625,0.80859375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,2.174264984607355,8.085621105115086,0.015792228720927903,15.308598593434628,0.029899606627802007,3.815301674548872,0.007451761083103266,5.648043663989766,10,512,0.2083155673133954,450,16,28,81,249,0.03125,0.0546875,0.158203125,0.486328125,97.65625,True
layer2.1.conv1,conv,28,128,1,False,0,28,28,800000,5.778572069395242,4.606611297504546,0.03598915076175427,7.909639257175172,0.06179405669668103,2.6739423731218217,0.020890174790014232,3.744674308591473,10,128,0.9525394046854173,128,9,13,28,63,0.0703125,0.1015625,0.21875,0.4921875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,2.44564001890926,3.1723358282321725,0.024783873658063848,4.6312563641442255,0.03618169034487676,2.125930044417748,0.016608828472013656,4.603829424436689,10,128,0.9673046036552422,128,5,6,11,27,0.0390625,0.046875,0.0859375,0.2109375,390.625,True
layer2.1.relu,act,29,128,1,False,0,28,28,800000,0.8511914728655654,10.086604101438807,0.07880159454249068,19.329340831004966,0.1510104752422263,5.051328307947385,0.03946350240583894,2.6169805922593325,10,128,0.8207080665591344,128,24,40,77,107,0.1875,0.3125,0.6015625,0.8359375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.3004129851070631,5.414132681085439,0.04229791157097999,8.610507372182205,0.06726958884517348,3.2991644013966424,0.02577472188591127,3.0154581317282854,10,128,0.8996523260355204,128,8,13,36,83,0.0625,0.1015625,0.28125,0.6484375,390.625,True
layer2.1.conv2,conv,30,128,1,False,0,28,28,800000,2.8617195662610917,17.445016744785622,0.13628919331863767,23.853437713275472,0.18635498213496463,9.591290450664248,0.07493195664581444,3.751146425067951,10,128,0.9769424085764083,128,21,26,45,85,0.1640625,0.203125,0.3515625,0.6640625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.4346607176365417,4.578126302899091,0.03576661174139915,7.1485375123864126,0.05584794931551885,2.822406096070502,0.0220500476255508,4.739404691216068,10,128,0.9550066537664597,128,7,10,21,45,0.0546875,0.078125,0.1640625,0.3515625,390.625,True
layer2.1.relu,act,31,128,1,False,1,28,28,800000,1.1686143806618814,32.94230848973075,0.2573617850760215,49.366725574984315,0.38567754355456496,16.152845493621108,0.1261941054189149,1.9642157177223614,10,128,0.9718306144199189,128,47,68,105,124,0.3671875,0.53125,0.8203125,0.96875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.12906928425601663,9.219540962380947,0.07202766376860115,18.08130117959165,0.14126016546555978,4.294935362966182,0.0335541825231733,2.4010005238050436,10,128,0.9635077825537087,128,21,36,72,113,0.1640625,0.28125,0.5625,0.8828125,390.625,True
layer2.1.conv3,conv,32,512,1,False,0,28,28,800000,0.8743796629817132,17.650134557986032,0.03447291905856647,23.064647235425234,0.04504813913168991,9.839057126805693,0.01921690845079237,10.038543351219356,10,512,0.8511882065953844,294,18,24,42,77,0.03515625,0.046875,0.08203125,0.150390625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,0.10934137843368603,3.802314329684458,0.007426395175164957,6.8238600599368295,0.01332785167956412,2.242547567988934,0.004379975718728387,10.019299970719333,10,512,0.874851686212849,265,8,14,30,56,0.015625,0.02734375,0.05859375,0.109375,97.65625,True
layer2.1.relu,act,33,512,1,False,2,28,28,800000,12.174174066554267,62.25341758406626,0.12158870621887942,129.0731042457658,0.2520959067300113,16.560520204667704,0.03234476602474161,2.0625477785433066,10,512,0.2096346387914505,506,157,248,410,488,0.306640625,0.484375,0.80078125,0.953125,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,1.2180366259841005,14.49213065163315,0.028304942678970997,29.913265435545892,0.05842434655380057,5.56528508711726,0.010869697435775899,2.7803697110596204,10,512,0.381000652012351,506,34,60,164,372,0.06640625,0.1171875,0.3203125,0.7265625,97.65625,True
layer2.2.conv1,conv,34,128,1,False,0,28,28,800000,3.8822063279793118,18.630025925446986,0.14554707754255458,30.445451304132746,0.23785508831353708,7.764514011697332,0.06066026571638541,3.065114055552373,10,128,0.9568024012881804,128,29,39,68,107,0.2265625,0.3046875,0.53125,0.8359375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.4527200105912166,5.1571130643752845,0.04028994581543191,9.952175026355347,0.07775136739340115,2.671607806999666,0.02087193599218489,3.451333961868023,10,128,0.9587957569919968,128,12,19,40,78,0.09375,0.1484375,0.3125,0.609375,390.625,True
layer2.2.relu,act,35,128,1,False,0,28,28,800000,1.3651426065010996,32.423875120089505,0.25331152437569926,56.03636625400454,0.4377841113594105,12.301223691082647,0.09610331008658318,1.4893259687542129,10,128,0.9502007569140783,128,63,85,114,125,0.4921875,0.6640625,0.890625,0.9765625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.12869176437991686,7.101370249774131,0.0554794550763604,15.014174177879944,0.11729823576468706,3.3360493225982744,0.02606288533279902,2.1604319487393795,10,128,0.9814408412436461,128,19,34,76,117,0.1484375,0.265625,0.59375,0.9140625,390.625,True
layer2.2.conv2,conv,36,128,1,False,0,28,28,800000,2.8977239615976913,32.56752095064693,0.25443375742692914,48.39978751604344,0.37812333996908937,12.46820479091499,0.09740784992902336,2.3228342963036517,10,128,0.9453489862291937,128,44,60,94,122,0.34375,0.46875,0.734375,0.953125,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.2018095183239818,7.758663409694731,0.060614557888240085,12.778183337741675,0.09982955732610684,4.232852213073268,0.033069157914634904,3.638302221185706,10,128,0.9606663871528023,128,13,19,39,76,0.1015625,0.1484375,0.3046875,0.59375,390.625,True
layer2.2.relu,act,37,128,1,False,1,28,28,800000,1.312936530155508,57.12033604326697,0.4462526253380232,80.28523204876781,0.6272283753809985,22.943190272748406,0.17924367400584693,1.2301955866256504,10,128,0.977662262481258,128,80,99,121,128,0.625,0.7734375,0.9453125,1.0,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.07899686090062631,10.458546991863782,0.0817073983739358,20.06328814162691,0.15674443860646023,4.748734214628246,0.03709948605178317,2.055580344477158,10,128,0.9898188857200301,128,23,39,84,120,0.1796875,0.3046875,0.65625,0.9375,390.625,True
layer2.2.conv3,conv,38,512,1,False,0,28,28,800000,0.7608136191693033,31.22617311585145,0.06098861936689736,44.122857163759775,0.08617745539796831,15.95244687162559,0.03115712279614373,10.431779249423897,10,512,0.7861898345890778,296,39,52,86,118,0.076171875,0.1015625,0.16796875,0.23046875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,0.04872166210950069,8.343649976746336,0.016296191360832688,14.491498950747276,0.028303708888178274,4.064059998107785,0.007937617183804268,9.372435522513687,10,512,0.8333991818977939,314,15,23,49,91,0.029296875,0.044921875,0.095703125,0.177734375,97.65625,True
layer2.2.relu,act,39,512,1,False,2,28,28,800000,13.176303944548435,88.7410113959036,0.17332228788262422,172.89170932108928,0.3376791197677525,23.510836154052548,0.04591960186338388,1.3726567115596633,10,512,0.9813715352603674,512,216,313,452,503,0.421875,0.611328125,0.8828125,0.982421875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,0.978408291817592,16.7558993992875,0.0327263660142334,37.39551377815109,0.07303811284795135,6.473085869384492,0.012642745838641585,2.1605680699615037,10,512,0.9824968795817475,512,47,84,225,429,0.091796875,0.1640625,0.439453125,0.837890625,97.65625,True
layer2.3.conv1,conv,40,128,1,False,0,28,28,800000,3.262752305748214,23.627108661239443,0.18458678641593315,36.35120871322309,0.28399381807205537,11.086240051925124,0.08661125040566503,2.5793712902650068,10,128,0.9614006688505752,128,34,47,82,117,0.265625,0.3671875,0.640625,0.9140625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.1562168080059042,9.502428068770921,0.07423771928727282,17.05481443202752,0.133240737750215,4.57182797282988,0.035717406037733435,2.834007125443617,10,128,0.9653431086567914,128,18,28,60,102,0.140625,0.21875,0.46875,0.796875,390.625,True
