layer,kind,depth_index,C,groups,is_depthwise,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,model,weights,source,n_over_C,n_over_C_ok,pooled_n_samples,pooled_total_variance,pooled_participation_ratio,pooled_participation_ratio_norm,pooled_effective_rank,pooled_effective_rank_norm,pooled_stable_rank,pooled_stable_rank_norm,pooled_powerlaw_alpha,pooled_powerlaw_fit_lo,pooled_powerlaw_fit_hi,pooled_powerlaw_r2,pooled_nonzero_eigs,pooled_k_star_0.9,pooled_k_star_0.95,pooled_k_star_0.99,pooled_k_star_0.999,pooled_k_star_ratio_0.9,pooled_k_star_ratio_0.95,pooled_k_star_ratio_0.99,pooled_k_star_ratio_0.999,pooled_n_over_C,pooled_n_over_C_ok
layer4.0.conv1,conv,83,512,1,False,0,14,14,800000,7.3574156584405825,27.61598893584965,0.05393747839033135,98.2622470014583,0.19191845117472325,6.1663395888563555,0.01204363200948507,1.798743011443542,10,512,0.92532819036321,512,145,216,367,480,0.283203125,0.421875,0.716796875,0.9375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,0.6806391575829832,15.462141194813077,0.03019949452111929,54.38463921193477,0.1062199984608101,4.420229780873748,0.008633261290769039,2.2796479059295836,10,512,0.9405310398855445,512,81,129,264,430,0.158203125,0.251953125,0.515625,0.83984375,97.65625,True
layer4.0.relu,act,84,512,1,False,0,14,14,800000,3.2779629166949866,53.57242477993884,0.10463364214831805,226.09230417693556,0.44158653159557726,8.383533251029716,0.016374088380917414,0.8136749614135431,10,512,0.9970723044894411,512,347,421,492,510,0.677734375,0.822265625,0.9609375,0.99609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,0.15207553980369326,58.837201037952845,0.11491640827725165,150.35976531595418,0.293671416632723,12.753873825900587,0.024909909816212085,1.2828820690399785,10,512,0.991654569713611,512,217,320,460,506,0.423828125,0.625,0.8984375,0.98828125,97.65625,True
layer4.0.conv2,conv,85,512,1,False,0,7,7,800000,7.074194004008952,52.17413964851724,0.10190261650101023,135.74752197469957,0.2651318788568351,9.885191532765365,0.019307014712432354,1.6883528561552597,10,512,0.9514263165952792,512,161,237,401,496,0.314453125,0.462890625,0.783203125,0.96875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,1.166627693141135,34.784331252319184,0.0679381469771859,81.538846864421,0.15925556028207227,8.56513161794603,0.01672877269130084,2.465561449744598,10,512,0.928683421374242,512,96,137,251,421,0.1875,0.267578125,0.490234375,0.822265625,97.65625,True
layer4.0.relu,act,86,512,1,False,1,7,7,800000,4.404364358227299,96.45576910369641,0.18839017403065705,262.749219940224,0.51318207019575,13.448793845264198,0.026267175479031638,0.876350117504446,10,512,0.9906962397441413,512,344,420,492,510,0.671875,0.8203125,0.9609375,0.99609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,0.5495128283263692,72.3012498684461,0.1412133786493088,164.7819343335384,0.3218397154951922,15.696430261592115,0.0306570903546721,1.3216146606133103,10,512,0.9874838949332352,512,213,319,461,506,0.416015625,0.623046875,0.900390625,0.98828125,97.65625,True
layer4.0.conv3,conv,87,2048,1,False,0,7,7,800000,2.866915391467532,103.10791797931525,0.05034566307583752,186.3080507955638,0.09097072792752138,18.3120185417234,0.00894141530357588,8.034527638682723,10,2048,0.7108886217231349,1149,178,245,395,492,0.0869140625,0.11962890625,0.19287109375,0.240234375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],390.625,True,50000,0.419049571577537,68.70233013945752,0.03354605963840699,123.17062288513813,0.06014190570563385,19.033171958875773,0.009293540995544811,8.207502071762757,10,2048,0.7562081852443301,1242,123,170,309,463,0.06005859375,0.0830078125,0.15087890625,0.22607421875,24.4140625,False
layer4.0.downsample.0,conv,88,2048,1,False,0,7,7,800000,3.4479305001572427,110.14180621805619,0.05378017881741025,235.5625011476,0.11502075251347656,21.890783007089436,0.010688858890180388,5.892415701915995,10,2048,0.5067876895400807,1429,267,393,687,939,0.13037109375,0.19189453125,0.33544921875,0.45849609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],390.625,True,50000,0.5654458811259319,28.96087183688138,0.014141050701602237,74.58855606595243,0.036420193391578336,8.092229183572965,0.003951283781041487,6.335309741480279,10,2048,0.5924980422607766,1510,100,170,411,783,0.048828125,0.0830078125,0.20068359375,0.38232421875,24.4140625,False
layer4.0.relu,act,89,2048,1,False,2,7,7,800000,184.66167829489288,181.91431385686843,0.08882534856292404,495.5103459239979,0.2419484110957021,32.49174774888194,0.01586511120550876,1.1694437576681362,10,2048,0.9873387315822202,2048,870,1310,1841,2016,0.4248046875,0.6396484375,0.89892578125,0.984375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],390.625,True,50000,29.315687234552883,61.78375582942825,0.030167849526088013,174.94075481019252,0.08542029043466431,15.00124849838128,0.007324828368350234,1.568125950943834,10,2048,0.9921006119875366,2048,247,537,1427,1946,0.12060546875,0.26220703125,0.69677734375,0.9501953125,24.4140625,False
layer4.1.conv1,conv,90,512,1,False,0,7,7,800000,79.46165141461044,68.25048707645944,0.13330173257120984,137.5238722121756,0.2686013129144055,13.086146258210116,0.025558879410566632,2.1597055206671127,10,512,0.9041418051441522,512,140,189,320,465,0.2734375,0.369140625,0.625,0.908203125,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,13.578689181600698,46.9803869848715,0.09175856832982715,94.36090638276531,0.1842986452788385,12.281259398260465,0.02398683476222747,2.5552516108494894,10,512,0.9168665567101455,512,102,143,248,413,0.19921875,0.279296875,0.484375,0.806640625,97.65625,True
layer4.1.relu,act,91,512,1,False,0,7,7,800000,3.4186852239194625,140.89355421645485,0.27518272307901337,296.8062624118563,0.5796997312731569,19.21154198725705,0.037522542943861426,0.8674953528503895,10,512,0.9834009503105863,512,350,422,491,510,0.68359375,0.82421875,0.958984375,0.99609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,0.40755650395199433,95.09915712822598,0.18574054126606637,193.37841645233843,0.3776922196334735,25.26549014775378,0.0493466604448316,1.2571792855829234,10,512,0.9854824112672967,512,241,342,467,507,0.470703125,0.66796875,0.912109375,0.990234375,97.65625,True
layer4.1.conv2,conv,92,512,1,False,0,7,7,800000,7.2381727637317645,41.43604467629141,0.08092977475838166,144.0698929321067,0.2813865096330209,7.661440741657381,0.014963751448549572,1.5384087568336624,10,512,0.934382813013581,512,191,271,420,499,0.373046875,0.529296875,0.8203125,0.974609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,2.036647725645635,41.84640251528482,0.08173125491266567,93.20870642909523,0.18204825474432662,11.272751347724293,0.02201709247602401,2.4492428786939153,10,512,0.8992964151214454,512,107,153,273,419,0.208984375,0.298828125,0.533203125,0.818359375,97.65625,True
layer4.1.relu,act,93,512,1,False,1,7,7,800000,3.3146497062761453,235.77176446755334,0.4604917274756901,361.4411366118057,0.705939719944933,46.61772396134219,0.09105024211199647,0.726959840951795,10,512,0.9879177198401102,512,382,441,497,511,0.74609375,0.861328125,0.970703125,0.998046875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,0.7781891428015126,114.60086447171962,0.22382981342132738,219.8428102300859,0.4293804887306365,26.117631306009123,0.05101099864454907,1.2181504442514186,10,512,0.9662835410299473,512,264,356,465,504,0.515625,0.6953125,0.908203125,0.984375,97.65625,True
layer4.1.conv3,conv,94,2048,1,False,0,7,7,800000,1.7923046514452876,148.14199662795383,0.07233495929099308,234.53580102437567,0.11451943409393343,36.70836411551143,0.017924005915777065,8.092917109609933,10,2048,0.6942802379262445,1150,225,298,429,499,0.10986328125,0.1455078125,0.20947265625,0.24365234375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],390.625,True,50000,0.4988705827526133,84.65635936049875,0.04133611296899353,150.6804874825022,0.07357445677856553,21.365676927724746,0.010432459437365598,8.31056943046633,10,2048,0.7429994706597952,1240,151,211,354,473,0.07373046875,0.10302734375,0.1728515625,0.23095703125,24.4140625,False
layer4.1.relu,act,95,2048,1,False,2,7,7,800000,352.7416441858512,190.8789541727314,0.093202614342154,499.28025960921696,0.24378918926231297,31.617243626637347,0.015438107239569017,1.2031004716535614,10,2048,0.9900652330645263,2048,829,1278,1835,2018,0.40478515625,0.6240234375,0.89599609375,0.9853515625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],390.625,True,50000,86.87903012461406,78.8699607993513,0.038510723046558254,201.46729188119892,0.09837270111386666,18.89291085162828,0.009225054126771621,1.6403327548813034,10,2048,0.991573628380328,2048,251,513,1389,1940,0.12255859375,0.25048828125,0.67822265625,0.947265625,24.4140625,False
layer4.2.conv1,conv,96,512,1,False,0,7,7,800000,154.67917735833598,39.628107030593185,0.07739864654412731,152.001491105602,0.29687791231562893,7.078623491453734,0.013825436506745574,1.811979752908097,10,512,0.8449417984167351,512,187,243,370,482,0.365234375,0.474609375,0.72265625,0.94140625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,34.30254976984085,57.970302074601015,0.11322324623945511,138.27777132383528,0.2700737721168658,10.343591342963238,0.020202326841725075,2.207080916070189,10,512,0.8661309018212673,512,151,200,314,453,0.294921875,0.390625,0.61328125,0.884765625,97.65625,True
layer4.2.relu,act,97,512,1,False,0,7,7,800000,3.6649056317455866,38.84105011273835,0.07586142600144209,227.43158541655842,0.44420231526671566,6.660064355712851,0.013007938194751663,0.7534075378062491,10,512,0.9696655112500705,512,356,426,493,510,0.6953125,0.83203125,0.962890625,0.99609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,0.47506672615881324,136.0271288536052,0.26567798604219767,260.6200495001718,0.509023534180023,22.627200148258122,0.044193750289566645,1.1001525344565872,10,512,0.9631080566264064,512,292,380,480,509,0.5703125,0.7421875,0.9375,0.994140625,97.65625,True
layer4.2.conv2,conv,98,512,1,False,0,7,7,800000,6.918369307236138,12.51290425549236,0.024439266124008516,90.51346526669401,0.17678411184901174,3.6171879598274823,0.007064820234038051,1.7312654881008476,10,512,0.8591356529986579,512,175,235,373,484,0.341796875,0.458984375,0.728515625,0.9453125,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,2.420780969486159,22.74451265050733,0.044422876270522126,106.94154175939556,0.20887019874881946,5.091416342546721,0.009944172544036565,2.492162070625642,10,512,0.7739826842643281,512,152,198,295,408,0.296875,0.38671875,0.576171875,0.796875,97.65625,True
layer4.2.relu,act,99,512,1,False,1,7,7,800000,4.012763810441058,115.50367255133855,0.2255931104518331,311.26656965540855,0.6079425188582198,13.464254107296995,0.026297371303314443,0.8107707869967732,10,512,0.9503836918608436,512,357,427,493,510,0.697265625,0.833984375,0.962890625,0.99609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,1.2867606206754505,137.3592020880858,0.26827969157829257,271.1430664420095,0.5295763016445498,18.812152045422447,0.03674248446371572,1.1138337694443616,10,512,0.9385236618283707,512,288,377,479,508,0.5625,0.736328125,0.935546875,0.9921875,97.65625,True
layer4.2.conv3,conv,100,2048,1,False,0,7,7,800000,1.9899896203189364,139.00105226089715,0.06787160754926619,218.19253645873076,0.10653932444273963,21.547978779342966,0.010521474013351058,8.020710529440153,10,2048,0.7264465900741246,1169,188,234,355,477,0.091796875,0.1142578125,0.17333984375,0.23291015625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],390.625,True,50000,0.6948163631937564,145.00676289842409,0.07080408344649614,199.30732471494272,0.09731802964596813,45.05815317935984,0.022001051357109298,8.40248157146389,10,2048,0.7530487894789938,1231,170,210,313,454,0.0830078125,0.1025390625,0.15283203125,0.2216796875,24.4140625,False
layer4.2.relu,act,101,2048,1,False,2,7,7,800000,1276.257846138792,100.21344379610095,0.048932345603564915,360.5525639704894,0.17605105662621554,12.68369449935623,0.006193210204763784,1.3786796211899592,10,2048,0.9686480432564673,2048,501,994,1732,1998,0.24462890625,0.4853515625,0.845703125,0.9755859375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],390.625,True,50000,429.32543573095313,123.13566055282331,0.06012483425430826,251.1282000716713,0.12262119144124575,28.529672191804767,0.013930503999904672,1.7692801401696012,10,2048,0.9734258905885708,2048,230,416,1309,1916,0.1123046875,0.203125,0.63916015625,0.935546875,24.4140625,False
