layer,kind,depth_index,C,groups,is_depthwise,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,n_over_C,model,r_max,k_star_rmax_0.9,k_star_rmax_0.95,k_star_rmax_0.99,k_star_rmax_0.999,r_max_over_C
layer3.0.conv1,conv,46,256,1,False,0,28,28,13312,635.140480287443,2.122904022512169,0.0082925938379381,6.143741974362915,0.0239989920873551,1.4660751631275903,0.0057268561059671,2.178349813064823,10,256,0.9303042908642158,256,18,41,110,203,0.0703125,0.16015625,0.4296875,0.79296875,50,resnet50_random,256.0,0.0703125,0.16015625,0.4296875,0.79296875,1.0
layer3.0.conv1,conv,46,256,1,False,0,28,28,25600,625.2393936020566,2.129689672025443,0.0083191002813493,6.200231592665404,0.0242196546588492,1.4684011391732494,0.0057359419498955,2.1665642281968345,10,256,0.9301774786674184,256,18,42,112,204,0.0703125,0.1640625,0.4375,0.796875,100,resnet50_random,256.0,0.0703125,0.1640625,0.4375,0.796875,1.0
layer3.0.conv1,conv,46,256,1,False,0,28,28,64512,631.604782106146,2.1137700290405506,0.0082569141759396,6.110478069355639,0.0238690549584204,1.4627854818099475,0.0057140057883201,2.1602186248598034,10,256,0.9305410513931194,256,18,41,111,204,0.0703125,0.16015625,0.43359375,0.796875,250,resnet50_random,256.0,0.0703125,0.16015625,0.43359375,0.796875,1.0
layer3.0.relu,act,47,256,1,False,0,28,28,1024,334.2146569569685,1.853048219610788,0.0072384696078546,4.670465200741834,0.0182440046903977,1.367060696955479,0.0053400808474823,6.301018770578063,10,256,0.2318996246827013,224,12,29,87,157,0.046875,0.11328125,0.33984375,0.61328125,1,resnet50_random,,,,,,
layer3.0.relu,act,47,256,1,False,0,28,28,1024,334.2146569569685,1.853048219610788,0.0072384696078546,4.670465200741834,0.0182440046903977,1.367060696955479,0.0053400808474823,6.301018770578063,10,256,0.2318996246827013,224,12,29,87,157,0.046875,0.11328125,0.33984375,0.61328125,2,resnet50_random,,,,,,
layer3.0.relu,act,47,256,1,False,0,28,28,2048,343.785350061262,1.916789271439639,0.007487458091561,4.99520257624956,0.0195125100634748,1.3910639890252392,0.0054338437071298,6.181611305962945,10,256,0.2368293642339299,231,13,31,93,162,0.05078125,0.12109375,0.36328125,0.6328125,5,resnet50_random,,,,,,
layer3.0.relu,act,47,256,1,False,0,28,28,3072,323.5078610986679,1.9435613994321568,0.0075920367165318,5.163647522099483,0.0201704981332011,1.4008457230639544,0.0054720536057185,5.680472480327022,10,256,0.2582822961625538,231,14,33,96,164,0.0546875,0.12890625,0.375,0.640625,10,resnet50_random,,,,,,
layer3.0.relu,act,47,256,1,False,0,28,28,7168,320.74022723266506,1.9749235382906016,0.0077145450714476,5.351061858819405,0.0209025853860133,1.4122951959778054,0.0055167781092883,5.740659740029384,10,256,0.2224439200036015,234,15,35,100,166,0.05859375,0.13671875,0.390625,0.6484375,25,resnet50_random,,,,,,
layer3.0.relu,act,47,256,1,False,0,28,28,13312,326.7319456044232,1.9481363214893936,0.0076099075058179,5.252870528285754,0.0205190255011162,1.4022479978176705,0.0054775312414752,5.154886461990771,10,256,0.2540071970404677,235,15,35,100,167,0.05859375,0.13671875,0.390625,0.65234375,50,resnet50_random,,,,,,
layer3.0.relu,act,47,256,1,False,0,28,28,25600,316.8828006543818,1.969929479502936,0.0076950370293083,5.390294740766307,0.0210558388311183,1.4101585429608556,0.0055084318084408,5.271286451079041,10,256,0.2641486267334473,236,15,36,102,168,0.05859375,0.140625,0.3984375,0.65625,100,resnet50_random,,,,,,
layer3.0.relu,act,47,256,1,False,0,28,28,64512,319.51134972102386,1.9527948119994247,0.0076281047343727,5.309622272700083,0.0207407120027347,1.403815178061666,0.0054836530393033,5.12793630423393,10,256,0.2637024669851694,237,15,36,102,168,0.05859375,0.140625,0.3984375,0.65625,250,resnet50_random,,,,,,
layer3.0.conv2,conv,48,256,1,False,0,14,14,1024,710.2228305253584,2.3028860673829032,0.0089956487007144,6.193752456168281,0.0241943455319073,1.5428502275470102,0.0060267587013555,1.5675769264217152,10,256,0.9461187392468382,256,14,45,143,229,0.0546875,0.17578125,0.55859375,0.89453125,1,resnet50_random,256.0,0.0546875,0.17578125,0.55859375,0.89453125,1.0
layer3.0.conv2,conv,48,256,1,False,0,14,14,1024,710.2228305253584,2.3028860673829032,0.0089956487007144,6.193752456168281,0.0241943455319073,1.5428502275470102,0.0060267587013555,1.5675769264217152,10,256,0.9461187392468382,256,14,45,143,229,0.0546875,0.17578125,0.55859375,0.89453125,2,resnet50_random,256.0,0.0546875,0.17578125,0.55859375,0.89453125,1.0
layer3.0.conv2,conv,48,256,1,False,0,14,14,2048,739.1635111747364,2.272213136187158,0.008875832563231,6.1553202039105965,0.0240442195465257,1.5309678068025072,0.0059803429953222,1.4237537495400452,10,256,0.9616477885082334,256,14,48,153,236,0.0546875,0.1875,0.59765625,0.921875,5,resnet50_random,256.0,0.0546875,0.1875,0.59765625,0.921875,1.0
layer3.0.conv2,conv,48,256,1,False,0,14,14,3072,705.9807610483552,2.352345312753726,0.0091888488779442,6.486275977174329,0.0253370155358372,1.5608934373503074,0.0060972399896496,1.3748000051992124,10,256,0.9664688086531172,256,15,52,160,239,0.05859375,0.203125,0.625,0.93359375,10,resnet50_random,256.0,0.05859375,0.203125,0.625,0.93359375,1.0
layer3.0.conv2,conv,48,256,1,False,0,14,14,7168,689.9062957583318,2.458122846965816,0.0096020423709602,7.028044831870979,0.027453300124496,1.5981368825215032,0.0062427221973496,1.30968552979721,10,256,0.9709187723795986,256,18,60,170,242,0.0703125,0.234375,0.6640625,0.9453125,25,resnet50_random,256.0,0.0703125,0.234375,0.6640625,0.9453125,1.0
layer3.0.conv2,conv,48,256,1,False,0,14,14,13312,699.4561662749295,2.4790636482015898,0.0096838423757874,7.081196947548875,0.0276609255763627,1.606465134621005,0.0062752544321133,1.2849025177510307,10,256,0.9718674094574016,256,18,61,172,242,0.0703125,0.23828125,0.671875,0.9453125,50,resnet50_random,256.0,0.0703125,0.23828125,0.671875,0.9453125,1.0
layer3.0.conv2,conv,48,256,1,False,0,14,14,25600,684.9795582869252,2.5253471556030256,0.0098646373265743,7.342838903338922,0.0286829644661676,1.6222015815720172,0.0063367249280156,1.270916746903026,10,256,0.9724654240992316,256,20,64,175,243,0.078125,0.25,0.68359375,0.94921875,100,resnet50_random,256.0,0.078125,0.25,0.68359375,0.94921875,1.0
layer3.0.conv2,conv,48,256,1,False,0,14,14,64512,691.4652718121949,2.5084533029067067,0.0097986457144793,7.258808182661221,0.0283547194635203,1.6164776972226385,0.0063143660047759,1.2657034529372924,10,256,0.9732439387398676,256,19,64,175,243,0.07421875,0.25,0.68359375,0.94921875,250,resnet50_random,256.0,0.07421875,0.25,0.68359375,0.94921875,1.0
layer3.0.relu,act,49,256,1,False,1,14,14,1024,297.4441204391222,2.449003197943462,0.0095664187419666,6.492393107438243,0.0253609105759306,1.5969320645713554,0.0062380158772318,6.313181978248323,10,256,0.2395425127628181,227,14,41,108,159,0.0546875,0.16015625,0.421875,0.62109375,1,resnet50_random,,,,,,
layer3.0.relu,act,49,256,1,False,1,14,14,1024,297.4441204391222,2.449003197943462,0.0095664187419666,6.492393107438243,0.0253609105759306,1.5969320645713554,0.0062380158772318,6.313181978248323,10,256,0.2395425127628181,227,14,41,108,159,0.0546875,0.16015625,0.421875,0.62109375,2,resnet50_random,,,,,,
layer3.0.relu,act,49,256,1,False,1,14,14,2048,313.87491477527664,2.376438947844032,0.0092829646400157,6.502545640046456,0.0254005689064314,1.5663863658816577,0.0061186967417252,5.137482657831975,10,256,0.2483495540142106,228,16,45,113,161,0.0625,0.17578125,0.44140625,0.62890625,5,resnet50_random,,,,,,
layer3.0.relu,act,49,256,1,False,1,14,14,3072,299.2952290578878,2.424838795863704,0.0094720265463425,6.720385419976186,0.0262515055467819,1.5839961449637516,0.0061874849412646,6.54142775628608,10,256,0.1939137490045895,229,17,47,116,162,0.06640625,0.18359375,0.453125,0.6328125,10,resnet50_random,,,,,,
layer3.0.relu,act,49,256,1,False,1,14,14,7168,304.4520436465691,2.464617552914338,0.0096274123160716,6.87993626859166,0.0268747510491861,1.598760640828057,0.0062451587532345,5.307058334465632,10,256,0.2185335570065065,237,18,50,119,163,0.0703125,0.1953125,0.46484375,0.63671875,25,resnet50_random,,,,,,
layer3.0.relu,act,49,256,1,False,1,14,14,13312,311.07000183857787,2.446475145921876,0.0095565435387573,6.801493481213203,0.026568333910989,1.592527914927721,0.0062208121676864,5.646555741558138,10,256,0.2205399704321523,237,18,50,119,163,0.0703125,0.1953125,0.46484375,0.63671875,50,resnet50_random,,,,,,
layer3.0.relu,act,49,256,1,False,1,14,14,25600,304.79953708158314,2.467170894679415,0.0096373863073414,6.940290825209424,0.0271105110359743,1.5991170350502966,0.0062465509181652,5.103424328478481,10,256,0.2592938193256888,239,19,51,121,164,0.07421875,0.19921875,0.47265625,0.640625,100,resnet50_random,,,,,,
layer3.0.relu,act,49,256,1,False,1,14,14,64512,306.2869129134013,2.451084885476282,0.0095745503338917,6.876134492741313,0.0268599003622707,1.593349448847489,0.0062240212845605,5.132052803530351,10,256,0.2536489342762235,243,18,51,121,164,0.0703125,0.19921875,0.47265625,0.640625,250,resnet50_random,,,,,,
layer3.0.conv3,conv,50,1024,1,False,0,14,14,1024,611.7770851700238,2.333889784737565,0.0022791892429077,6.087475051507314,0.0059447998549876,1.5532270227144804,0.0015168232643696,6.166927088329866,10,1024,0.872019237667456,624,13,37,100,155,0.0126953125,0.0361328125,0.09765625,0.1513671875,1,resnet50_random,256.0,0.05078125,0.14453125,0.390625,0.60546875,0.25
layer3.0.conv3,conv,50,1024,1,False,0,14,14,2048,629.7845750736203,2.417221482174647,0.0023605678536861,6.449868940173266,0.0062987001368879,1.583385084398237,0.0015462744964826,6.365136555616602,10,1024,0.8653981760757532,626,15,41,106,158,0.0146484375,0.0400390625,0.103515625,0.154296875,2,resnet50_random,256.0,0.05859375,0.16015625,0.4140625,0.6171875,0.25
layer3.0.conv3,conv,50,1024,1,False,0,14,14,5120,587.133163661021,2.5496138877813546,0.0024898573122864,7.010355058980275,0.0068460498622854,1.63063676597332,0.0015924187167708,6.612871309335967,10,1024,0.85801546632605,627,17,46,112,160,0.0166015625,0.044921875,0.109375,0.15625,5,resnet50_random,256.0,0.06640625,0.1796875,0.4375,0.625,0.25
layer3.0.conv3,conv,50,1024,1,False,0,14,14,10240,587.5953343098125,2.550699514195459,0.0024909174943315,7.110759412889954,0.0069441009891503,1.6298748400399772,0.0015916746484765,6.788333219184589,10,1024,0.8534259911443981,626,18,48,114,161,0.017578125,0.046875,0.111328125,0.1572265625,10,resnet50_random,256.0,0.0703125,0.1875,0.4453125,0.62890625,0.25
layer3.0.conv3,conv,50,1024,1,False,0,14,14,25600,585.6414764340494,2.56375372131138,0.0025036657434681,7.236050514605091,0.007066455580669,1.6335604626292757,0.0015952738892864,7.014784377454545,10,1024,0.8488141365928725,626,19,50,115,162,0.0185546875,0.048828125,0.1123046875,0.158203125,25,resnet50_random,256.0,0.07421875,0.1953125,0.44921875,0.6328125,0.25
layer3.0.conv3,conv,50,1024,1,False,0,14,14,51200,590.8576701269511,2.544920314921421,0.0024852737450404,7.154301469783619,0.0069866225290855,1.6269970652072436,0.0015888643214914,7.150616306884851,10,1024,0.8469057901334641,628,19,49,115,162,0.0185546875,0.0478515625,0.1123046875,0.158203125,50,resnet50_random,256.0,0.07421875,0.19140625,0.44921875,0.6328125,0.25
layer3.0.conv3,conv,50,1024,1,False,0,14,14,102400,584.9671387836771,2.545460996499465,0.002485801754394,7.171521434965203,0.0070034389013332,1.6268954734924037,0.0015887651108324,7.31378911393492,10,1024,0.8441529386902248,627,19,49,115,162,0.0185546875,0.0478515625,0.1123046875,0.158203125,100,resnet50_random,256.0,0.07421875,0.19140625,0.44921875,0.6328125,0.25
layer3.0.conv3,conv,50,1024,1,False,0,14,14,256000,578.083477818374,2.555384612921146,0.0024954927860558,7.230122644248748,0.0070606666447741,1.630075926905715,0.0015918710223688,7.54414677590533,10,1024,0.8405738747506677,622,19,50,116,162,0.0185546875,0.048828125,0.11328125,0.158203125,250,resnet50_random,256.0,0.07421875,0.1953125,0.453125,0.6328125,0.25
layer3.0.downsample.0,conv,51,1024,1,False,0,14,14,1024,567.103024426636,2.1881876289684103,0.0021369019814144,6.194574986568998,0.0060493896353212,1.493237922322089,0.0014582401585176,5.208336703003045,10,1024,0.7617910659094989,752,16,41,126,277,0.015625,0.0400390625,0.123046875,0.2705078125,1,resnet50_random,512.0,0.03125,0.080078125,0.24609375,0.541015625,0.5
layer3.0.downsample.0,conv,51,1024,1,False,0,14,14,2048,593.9455040637894,2.2563433597542177,0.0022034603122599,6.525559845205544,0.0063726170363335,1.518189178229962,0.0014826066193651,5.324674062870437,10,1024,0.7273860418909368,753,18,44,138,303,0.017578125,0.04296875,0.134765625,0.2958984375,2,resnet50_random,512.0,0.03515625,0.0859375,0.26953125,0.591796875,0.5
layer3.0.downsample.0,conv,51,1024,1,False,0,14,14,5120,552.8344268678936,2.3507963373750256,0.0022956995482177,7.204719285526302,0.0070358586772717,1.5492986191029356,0.0015129869327177,5.493546688355142,10,1024,0.7056629809421406,756,21,50,153,323,0.0205078125,0.048828125,0.1494140625,0.3154296875,5,resnet50_random,512.0,0.041015625,0.09765625,0.298828125,0.630859375,0.5
layer3.0.downsample.0,conv,51,1024,1,False,0,14,14,10240,552.4699910811346,2.369237968754501,0.0023137089538618,7.375052098032374,0.0072021993144847,1.5551847545552022,0.0015187351118703,5.612963268273818,10,1024,0.6957170975185665,758,22,53,158,329,0.021484375,0.0517578125,0.154296875,0.3212890625,10,resnet50_random,512.0,0.04296875,0.103515625,0.30859375,0.642578125,0.5
layer3.0.downsample.0,conv,51,1024,1,False,0,14,14,25600,547.5283592710015,2.3829370276654003,0.0023270869410794,7.526224044912519,0.0073498281688598,1.5594039201354295,0.0015228553907572,5.773224229081989,10,1024,0.6857024580184499,759,24,54,162,333,0.0234375,0.052734375,0.158203125,0.3251953125,25,resnet50_random,512.0,0.046875,0.10546875,0.31640625,0.650390625,0.5
layer3.0.downsample.0,conv,51,1024,1,False,0,14,14,51200,555.0499175232694,2.3576994367899053,0.0023024408562401,7.373111566568436,0.0072003042642269,1.5509928946344465,0.0015146414986664,5.861725957393564,10,1024,0.6792394852700625,759,23,53,161,333,0.0224609375,0.0517578125,0.1572265625,0.3251953125,50,resnet50_random,512.0,0.044921875,0.103515625,0.314453125,0.650390625,0.5
layer3.0.downsample.0,conv,51,1024,1,False,0,14,14,102400,552.4916664408589,2.3597958404738977,0.0023044881254627,7.39529363463788,0.007221966440076,1.5515922041123993,0.0015152267618285,5.982218243430641,10,1024,0.6721176158103366,757,23,54,161,333,0.0224609375,0.052734375,0.1572265625,0.3251953125,100,resnet50_random,512.0,0.044921875,0.10546875,0.314453125,0.650390625,0.5
layer3.0.downsample.0,conv,51,1024,1,False,0,14,14,256000,548.3110657317179,2.360034695796524,0.0023047213826137,7.418773771240211,0.0072448962609767,1.5514838004317306,0.0015151208988591,6.119868134903191,10,1024,0.664740245088063,756,23,54,162,334,0.0224609375,0.052734375,0.158203125,0.326171875,250,resnet50_random,512.0,0.044921875,0.10546875,0.31640625,0.65234375,0.5
layer3.0.relu,act,52,1024,1,False,2,14,14,1024,544.8358127609957,2.12999858380271,0.0020800767419948,6.309584346850425,0.0061617034637211,1.471540180190058,0.0014370509572168,6.256956336709301,10,1024,0.2442283626030337,901,18,56,194,442,0.017578125,0.0546875,0.189453125,0.431640625,1,resnet50_random,,,,,,
layer3.0.relu,act,52,1024,1,False,2,14,14,2048,576.1432134883081,2.1195907670908123,0.0020699128584871,6.399354978238803,0.0062493700959363,1.4672808535086708,0.0014328914585045,5.374579300235673,10,1024,0.2137267261346815,910,19,60,221,520,0.0185546875,0.05859375,0.2158203125,0.5078125,2,resnet50_random,,,,,,
layer3.0.relu,act,52,1024,1,False,2,14,14,5120,541.5638492628658,2.200859463612614,0.0021492768199341,7.015037867102389,0.0068506229170921,1.495599290211959,0.0014605461818476,5.396648203946,10,1024,0.1861231670731501,920,23,70,254,579,0.0224609375,0.068359375,0.248046875,0.5654296875,5,resnet50_random,,,,,,
layer3.0.relu,act,52,1024,1,False,2,14,14,10240,546.2768976124845,2.2377287928639333,0.0021852820242811,7.231508734171273,0.0070620202482141,1.5089090380720012,0.0014735439824921,4.659031007949229,10,1024,0.2099822477839543,932,24,74,266,599,0.0234375,0.072265625,0.259765625,0.5849609375,10,resnet50_random,,,,,,
layer3.0.relu,act,52,1024,1,False,2,14,14,25600,539.7644187414295,2.261725108013928,0.0022087159257948,7.473183258855749,0.0072980305262263,1.5167762824621562,0.0014812268383419,4.714872638436328,10,1024,0.1975042921411191,943,26,78,278,611,0.025390625,0.076171875,0.271484375,0.5966796875,25,resnet50_random,,,,,,
layer3.0.relu,act,52,1024,1,False,2,14,14,51200,546.9660765103682,2.2344146018043487,0.0021820455095745,7.328879940582698,0.0071571093169752,1.5071356605953887,0.0014718121685501,4.353227942573462,10,1024,0.2066151995788466,954,26,77,278,613,0.025390625,0.0751953125,0.271484375,0.5986328125,50,resnet50_random,,,,,,
layer3.0.relu,act,52,1024,1,False,2,14,14,102400,545.8838623760183,2.232312279649539,0.0021799924605952,7.313222342270439,0.0071418186936234,1.5064407742328547,0.0014711335685867,4.22898591799387,10,1024,0.2441625076671233,966,26,77,278,614,0.025390625,0.0751953125,0.271484375,0.599609375,100,resnet50_random,,,,,,
layer3.0.relu,act,52,1024,1,False,2,14,14,256000,542.4668287134658,2.2386051380376117,0.0021861378301148,7.356837492839359,0.0071844116141009,1.5086494982276533,0.0014732905256129,4.197790281157107,10,1024,0.2653827329899768,973,26,78,280,616,0.025390625,0.076171875,0.2734375,0.6015625,250,resnet50_random,,,,,,
layer3.1.conv1,conv,53,256,1,False,0,14,14,1024,1037.5677111971531,2.1351052511256188,0.0083402548872094,6.079297674520386,0.0237472565410952,1.4720173243472503,0.0057500676732314,1.999761015584281,10,256,0.9311991752659898,256,17,43,119,211,0.06640625,0.16796875,0.46484375,0.82421875,1,resnet50_random,256.0,0.06640625,0.16796875,0.46484375,0.82421875,1.0
layer3.1.conv1,conv,53,256,1,False,0,14,14,1024,1037.5677111971531,2.1351052511256188,0.0083402548872094,6.079297674520386,0.0237472565410952,1.4720173243472503,0.0057500676732314,1.999761015584281,10,256,0.9311991752659898,256,17,43,119,211,0.06640625,0.16796875,0.46484375,0.82421875,2,resnet50_random,256.0,0.06640625,0.16796875,0.46484375,0.82421875,1.0
layer3.1.conv1,conv,53,256,1,False,0,14,14,2048,1115.469067689471,2.074737135545698,0.0081044419357253,5.929287174610356,0.0231612780258217,1.4495111429100505,0.0056621529019923,1.8843558881346172,10,256,0.937935869027926,256,17,45,126,218,0.06640625,0.17578125,0.4921875,0.8515625,5,resnet50_random,256.0,0.06640625,0.17578125,0.4921875,0.8515625,1.0
layer3.1.conv1,conv,53,256,1,False,0,14,14,3072,1043.0422204889803,2.1673814782647067,0.0084663338994715,6.396500255159537,0.0249863291217169,1.4828807823367505,0.0057925030560029,1.84174138600266,10,256,0.9395463405577116,256,19,49,131,221,0.07421875,0.19140625,0.51171875,0.86328125,10,resnet50_random,256.0,0.07421875,0.19140625,0.51171875,0.86328125,1.0
layer3.1.conv1,conv,53,256,1,False,0,14,14,7168,1031.027929275397,2.256457000024987,0.0088142851563476,6.885870054490256,0.0268979299003525,1.514147349014191,0.0059146380820866,1.795224938135542,10,256,0.9422903264628252,256,22,53,138,225,0.0859375,0.20703125,0.5390625,0.87890625,25,resnet50_random,256.0,0.0859375,0.20703125,0.5390625,0.87890625,1.0
layer3.1.conv1,conv,53,256,1,False,0,14,14,13312,1051.8150663161866,2.2299884089500925,0.0087108922224612,6.783706132359244,0.0264988520795282,1.5047733824951317,0.0058780210253716,1.776997191551353,10,256,0.9424872075547552,256,21,53,138,226,0.08203125,0.20703125,0.5390625,0.8828125,50,resnet50_random,256.0,0.08203125,0.20703125,0.5390625,0.8828125,1.0
layer3.1.conv1,conv,53,256,1,False,0,14,14,25600,1033.3430888890412,2.256420780788845,0.0088141436749564,6.936884521526727,0.0270972051622137,1.5140195649316666,0.0059141389255143,1.7639300572822356,10,256,0.94220618772529,256,22,54,140,227,0.0859375,0.2109375,0.546875,0.88671875,100,resnet50_random,256.0,0.0859375,0.2109375,0.546875,0.88671875,1.0
layer3.1.conv1,conv,53,256,1,False,0,14,14,64512,1048.149115827439,2.223487920889126,0.0086854996909731,6.778373992808157,0.0264780234094068,1.5023939322897637,0.0058687262980068,1.7583746902058692,10,256,0.9425578246721508,256,22,53,140,227,0.0859375,0.20703125,0.546875,0.88671875,250,resnet50_random,256.0,0.0859375,0.20703125,0.546875,0.88671875,1.0
layer3.1.relu,act,54,256,1,False,0,14,14,1024,553.3854635187563,2.121776177088063,0.0082881881917502,5.812601233802993,0.0227054735695429,1.4687463921869788,0.0057372905944803,6.961576102501091,10,256,0.1996698242586788,224,16,39,102,163,0.0625,0.15234375,0.3984375,0.63671875,1,resnet50_random,,,,,,
layer3.1.relu,act,54,256,1,False,0,14,14,1024,553.3854635187563,2.121776177088063,0.0082881881917502,5.812601233802993,0.0227054735695429,1.4687463921869788,0.0057372905944803,6.961576102501091,10,256,0.1996698242586788,224,16,39,102,163,0.0625,0.15234375,0.3984375,0.63671875,2,resnet50_random,,,,,,
layer3.1.relu,act,54,256,1,False,0,14,14,2048,586.1125982269344,2.11676553341336,0.0082686153648959,5.888524767017364,0.0230020498711615,1.4660772366288664,0.0057268642055815,6.689418687147125,10,256,0.2174307599330592,226,16,41,107,165,0.0625,0.16015625,0.41796875,0.64453125,5,resnet50_random,,,,,,
layer3.1.relu,act,54,256,1,False,0,14,14,3072,557.4052937965926,2.139960725119604,0.0083592215824984,6.054925845590871,0.0236520540843393,1.4741522870629131,0.0057584073713395,6.396104705306843,10,256,0.2202981808159912,229,18,43,110,167,0.0703125,0.16796875,0.4296875,0.65234375,10,resnet50_random,,,,,,
layer3.1.relu,act,54,256,1,False,0,14,14,7168,552.2899704551177,2.1680779036277973,0.008469054311046,6.27082779562001,0.0244954210766406,1.4836334678915577,0.0057954432339513,5.240306026934009,10,256,0.2406205201374848,230,19,45,113,168,0.07421875,0.17578125,0.44140625,0.65625,25,resnet50_random,,,,,,
layer3.1.relu,act,54,256,1,False,0,14,14,13312,557.8927067510634,2.156323980552984,0.008423140549035,6.274066248293402,0.0245080712823961,1.4789778366323187,0.0057772571743449,5.290186769502255,10,256,0.2185528432639247,233,20,46,114,168,0.078125,0.1796875,0.4453125,0.65625,50,resnet50_random,,,,,,
layer3.1.relu,act,54,256,1,False,0,14,14,25600,543.4579700304471,2.195320009628037,0.0085754687876095,6.493414534034248,0.0253649005235712,1.492675730642445,0.005830764572822,5.315698895477144,10,256,0.2221548396767751,234,21,48,116,168,0.08203125,0.1875,0.453125,0.65625,100,resnet50_random,,,,,,
layer3.1.relu,act,54,256,1,False,0,14,14,64512,546.683647040728,2.1786638126976,0.0085104055183499,6.415033625554893,0.0250587250998238,1.4867408850625563,0.0058075815822756,5.766444436985519,10,256,0.2349319579505272,236,20,48,116,169,0.078125,0.1875,0.453125,0.66015625,250,resnet50_random,,,,,,
layer3.1.conv2,conv,55,256,1,False,0,14,14,1024,1290.5574594387683,3.5255949888488005,0.0137718554251906,9.239346542621304,0.0360911974321144,2.0340333604495062,0.0079454428142558,1.4650749699477517,10,256,0.9485607770250138,256,20,60,160,237,0.078125,0.234375,0.625,0.92578125,1,resnet50_random,256.0,0.078125,0.234375,0.625,0.92578125,1.0
layer3.1.conv2,conv,55,256,1,False,0,14,14,1024,1290.5574594387683,3.5255949888488005,0.0137718554251906,9.239346542621304,0.0360911974321144,2.0340333604495062,0.0079454428142558,1.4650749699477517,10,256,0.9485607770250138,256,20,60,160,237,0.078125,0.234375,0.625,0.92578125,2,resnet50_random,256.0,0.078125,0.234375,0.625,0.92578125,1.0
layer3.1.conv2,conv,55,256,1,False,0,14,14,2048,1361.950526799067,3.461682227269973,0.0135221962002733,9.324891260466316,0.0364253564861965,1.9947546142840475,0.007792010212047,1.3229222839590928,10,256,0.9650709240689818,256,21,66,172,242,0.08203125,0.2578125,0.671875,0.9453125,5,resnet50_random,256.0,0.08203125,0.2578125,0.671875,0.9453125,1.0
layer3.1.conv2,conv,55,256,1,False,0,14,14,3072,1288.1176396935357,3.634033724084538,0.0141954442347052,9.905906063743966,0.0386949455614998,2.06059632035626,0.0080492043763916,1.2689532496326017,10,256,0.9695665237690048,256,24,72,179,244,0.09375,0.28125,0.69921875,0.953125,10,resnet50_random,256.0,0.09375,0.28125,0.69921875,0.953125,1.0
layer3.1.conv2,conv,55,256,1,False,0,14,14,7168,1297.2982206632005,3.733575635404654,0.0145842798257994,10.323949762680574,0.0403279287604709,2.0952708200340764,0.0081846516407581,1.213878928415257,10,256,0.9742376085521746,256,26,77,186,246,0.1015625,0.30078125,0.7265625,0.9609375,25,resnet50_random,256.0,0.1015625,0.30078125,0.7265625,0.9609375,1.0
layer3.1.conv2,conv,55,256,1,False,0,14,14,13312,1313.5238942648753,3.655817800938989,0.0142805382849179,10.248319881829806,0.0400324995383976,2.059737520025902,0.0080458496876011,1.1914875617500291,10,256,0.9754572516744864,256,27,79,188,246,0.10546875,0.30859375,0.734375,0.9609375,50,resnet50_random,256.0,0.10546875,0.30859375,0.734375,0.9609375,1.0
layer3.1.conv2,conv,55,256,1,False,0,14,14,25600,1299.3656436660342,3.679861037745007,0.0143744571786914,10.399610996098891,0.0406234804535112,2.0679496791514884,0.0080779284341855,1.1757826438281351,10,256,0.9757412157133198,256,28,81,190,247,0.109375,0.31640625,0.7421875,0.96484375,100,resnet50_random,256.0,0.109375,0.31640625,0.7421875,0.96484375,1.0
layer3.1.conv2,conv,55,256,1,False,0,14,14,64512,1306.3813744504248,3.617200751093488,0.0141296904339589,10.21100464865054,0.0398867369087911,2.044222674805683,0.0079852448234596,1.169844163942753,10,256,0.9763109661559228,256,27,80,190,247,0.10546875,0.3125,0.7421875,0.96484375,250,resnet50_random,256.0,0.10546875,0.3125,0.7421875,0.96484375,1.0
layer3.1.relu,act,56,256,1,False,1,14,14,1024,599.5789938189037,2.8312768349098136,0.0110596751363664,7.597068795685803,0.0296760499831476,1.7387898311943957,0.0067921477781031,3.4442474678422954,10,256,0.2944796151227206,248,17,46,114,174,0.06640625,0.1796875,0.4453125,0.6796875,1,resnet50_random,,,,,,
layer3.1.relu,act,56,256,1,False,1,14,14,1024,599.5789938189037,2.8312768349098136,0.0110596751363664,7.597068795685803,0.0296760499831476,1.7387898311943957,0.0067921477781031,3.4442474678422954,10,256,0.2944796151227206,248,17,46,114,174,0.06640625,0.1796875,0.4453125,0.6796875,2,resnet50_random,,,,,,
layer3.1.relu,act,56,256,1,False,1,14,14,2048,630.2799234571188,2.9441825410474256,0.0115007130509665,7.92995992422004,0.0309764059539845,1.780710050725027,0.0069558986356446,3.3054202313933048,10,256,0.2835390533184294,249,18,49,120,178,0.0703125,0.19140625,0.46875,0.6953125,5,resnet50_random,,,,,,
layer3.1.relu,act,56,256,1,False,1,14,14,3072,594.1469089618017,3.0236129274831827,0.0118109879979811,8.280789425069223,0.0323468336916766,1.8077668240686968,0.0070615891565183,2.92525777060054,10,256,0.3985599745684419,250,20,53,123,180,0.078125,0.20703125,0.48046875,0.703125,10,resnet50_random,,,,,,
