layer,kind,depth_index,C,groups,is_depthwise,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,n_over_C,model,r_max,k_star_rmax_0.9,k_star_rmax_0.95,k_star_rmax_0.99,k_star_rmax_0.999,r_max_over_C
layer1.1.relu,act,10,64,1,False,0,56,56,1024,3.779424077296358,2.5205715116750653,0.0393839298699228,5.642775367568597,0.0881683651182593,1.6278379902093911,0.0254349685970217,4.892126843724888,10,64,0.2343240829805013,63,10,18,37,53,0.15625,0.28125,0.578125,0.828125,2,resnet50_random,,,,,,
layer1.1.relu,act,10,64,1,False,0,56,56,1024,3.779424077296358,2.5205715116750653,0.0393839298699228,5.642775367568597,0.0881683651182593,1.6278379902093911,0.0254349685970217,4.892126843724888,10,64,0.2343240829805013,63,10,18,37,53,0.15625,0.28125,0.578125,0.828125,5,resnet50_random,,,,,,
layer1.1.relu,act,10,64,1,False,0,56,56,1024,3.779424077296358,2.5205715116750653,0.0393839298699228,5.642775367568597,0.0881683651182593,1.6278379902093911,0.0254349685970217,4.892126843724888,10,64,0.2343240829805013,63,10,18,37,53,0.15625,0.28125,0.578125,0.828125,10,resnet50_random,,,,,,
layer1.1.relu,act,10,64,1,False,0,56,56,2048,3.9593641139294937,2.616107237111111,0.0408766755798611,5.814014054416127,0.0908439696002519,1.6660760210470402,0.02603243782886,3.069901941841499,10,64,0.7076726040384234,63,10,19,38,53,0.15625,0.296875,0.59375,0.828125,25,resnet50_random,,,,,,
layer1.1.relu,act,10,64,1,False,0,56,56,4096,3.733387739603439,2.900042397400023,0.0453131624593753,6.504654316808968,0.1016352237001401,1.771702421568618,0.0276828503370096,3.3807764211175826,10,64,0.6152760873904811,64,11,20,39,53,0.171875,0.3125,0.609375,0.828125,50,resnet50_random,,,,,,
layer1.1.relu,act,10,64,1,False,0,56,56,7168,3.7498728250970954,3.11604472895798,0.0486881988899684,6.982982535569875,0.1091091021182793,1.8513123996892569,0.0289267562451446,3.14907759589923,10,64,0.6972354829953347,64,12,21,39,54,0.1875,0.328125,0.609375,0.84375,100,resnet50_random,,,,,,
layer1.1.relu,act,10,64,1,False,0,56,56,16384,3.7505043990403024,3.2990921339977217,0.0515483145937144,7.383048743819653,0.115360136622182,1.9200250107575765,0.0300003907930871,3.169586460597725,10,64,0.6872603646135989,64,12,21,40,54,0.1875,0.328125,0.625,0.84375,250,resnet50_random,,,,,,
layer1.1.conv2,conv,11,64,1,False,0,56,56,1024,7.523839232742149,2.937834693528961,0.04590366708639,6.867034570834752,0.107297415169293,1.78560055629505,0.0279000086921101,1.5189335295204378,10,64,0.9640833775194844,64,13,25,49,62,0.203125,0.390625,0.765625,0.96875,1,resnet50_random,64.0,0.203125,0.390625,0.765625,0.96875,1.0
layer1.1.conv2,conv,11,64,1,False,0,56,56,1024,7.523839232742149,2.937834693528961,0.04590366708639,6.867034570834752,0.107297415169293,1.78560055629505,0.0279000086921101,1.5189335295204378,10,64,0.9640833775194844,64,13,25,49,62,0.203125,0.390625,0.765625,0.96875,2,resnet50_random,64.0,0.203125,0.390625,0.765625,0.96875,1.0
layer1.1.conv2,conv,11,64,1,False,0,56,56,1024,7.523839232742149,2.937834693528961,0.04590366708639,6.867034570834752,0.107297415169293,1.78560055629505,0.0279000086921101,1.5189335295204378,10,64,0.9640833775194844,64,13,25,49,62,0.203125,0.390625,0.765625,0.96875,5,resnet50_random,64.0,0.203125,0.390625,0.765625,0.96875,1.0
layer1.1.conv2,conv,11,64,1,False,0,56,56,1024,7.523839232742149,2.937834693528961,0.04590366708639,6.867034570834752,0.107297415169293,1.78560055629505,0.0279000086921101,1.5189335295204378,10,64,0.9640833775194844,64,13,25,49,62,0.203125,0.390625,0.765625,0.96875,10,resnet50_random,64.0,0.203125,0.390625,0.765625,0.96875,1.0
layer1.1.conv2,conv,11,64,1,False,0,56,56,2048,8.026388978881535,3.213577166871642,0.0502121432323694,7.554370624059043,0.1180370410009225,1.889744337034441,0.0295272552661631,1.43413069746679,10,64,0.97109890449805,64,14,28,51,63,0.21875,0.4375,0.796875,0.984375,25,resnet50_random,64.0,0.21875,0.4375,0.796875,0.984375,1.0
layer1.1.conv2,conv,11,64,1,False,0,56,56,4096,7.711930793359228,3.4418938333330007,0.0537795911458281,8.109538084475439,0.1267115325699287,1.9807059776843612,0.0309485309013181,1.4026969070612862,10,64,0.9761114321533358,64,16,29,52,63,0.25,0.453125,0.8125,0.984375,50,resnet50_random,64.0,0.25,0.453125,0.8125,0.984375,1.0
layer1.1.conv2,conv,11,64,1,False,0,56,56,7168,7.729174757650217,3.711671802415158,0.0579948719127368,8.725856133544488,0.1363415020866326,2.08356267161487,0.0325556667439823,1.3803129803760137,10,64,0.9760482617100336,64,17,30,53,63,0.265625,0.46875,0.828125,0.984375,100,resnet50_random,64.0,0.265625,0.46875,0.828125,0.984375,1.0
layer1.1.conv2,conv,11,64,1,False,0,56,56,16384,7.861560474522093,3.7969279420285975,0.0593269990941968,8.960000613312815,0.1400000095830127,2.1181978828263897,0.0330968419191623,1.3573802213155506,10,64,0.9745393651088412,64,17,31,53,63,0.265625,0.484375,0.828125,0.984375,250,resnet50_random,64.0,0.265625,0.484375,0.828125,0.984375,1.0
layer1.1.relu,act,12,64,1,False,1,56,56,1024,2.55085367541712,3.254855607367312,0.0508571188651142,7.526733295015874,0.117605207734623,1.894732633054576,0.0296051973914777,5.144588443527764,10,64,0.2640655190144833,62,14,23,40,51,0.21875,0.359375,0.625,0.796875,1,resnet50_random,,,,,,
layer1.1.relu,act,12,64,1,False,1,56,56,1024,2.55085367541712,3.254855607367312,0.0508571188651142,7.526733295015874,0.117605207734623,1.894732633054576,0.0296051973914777,5.144588443527764,10,64,0.2640655190144833,62,14,23,40,51,0.21875,0.359375,0.625,0.796875,2,resnet50_random,,,,,,
layer1.1.relu,act,12,64,1,False,1,56,56,1024,2.55085367541712,3.254855607367312,0.0508571188651142,7.526733295015874,0.117605207734623,1.894732633054576,0.0296051973914777,5.144588443527764,10,64,0.2640655190144833,62,14,23,40,51,0.21875,0.359375,0.625,0.796875,5,resnet50_random,,,,,,
layer1.1.relu,act,12,64,1,False,1,56,56,1024,2.55085367541712,3.254855607367312,0.0508571188651142,7.526733295015874,0.117605207734623,1.894732633054576,0.0296051973914777,5.144588443527764,10,64,0.2640655190144833,62,14,23,40,51,0.21875,0.359375,0.625,0.796875,10,resnet50_random,,,,,,
layer1.1.relu,act,12,64,1,False,1,56,56,2048,2.7127629177125896,3.456591532647265,0.0540092426976135,7.940913133091083,0.1240767677045481,1.972932141023571,0.0308270647034932,3.520036716946202,10,64,0.6137528760635549,62,14,24,40,51,0.21875,0.375,0.625,0.796875,25,resnet50_random,,,,,,
layer1.1.relu,act,12,64,1,False,1,56,56,4096,2.611766665422236,3.7934105537164777,0.0592720399018199,8.628195276378952,0.1348155511934211,2.1094946412815467,0.0329608537700241,3.843937291429949,10,64,0.5524004146588561,63,15,25,41,52,0.234375,0.390625,0.640625,0.8125,50,resnet50_random,,,,,,
layer1.1.relu,act,12,64,1,False,1,56,56,7168,2.6670948309999623,3.968347282254203,0.0620054262852219,8.965222183327857,0.1400815966144977,2.1771631177128445,0.0340181737142631,3.7938702496857055,10,64,0.5667923144825775,63,16,25,41,52,0.25,0.390625,0.640625,0.8125,100,resnet50_random,,,,,,
layer1.1.relu,act,12,64,1,False,1,56,56,16384,2.678384753490602,4.111199452569742,0.0642374914464022,9.3058642090583,0.1454041282665359,2.228122609961133,0.0348144157806427,5.314450128737231,10,64,0.2566020236211861,63,16,26,41,52,0.25,0.40625,0.640625,0.8125,250,resnet50_random,,,,,,
layer1.1.conv3,conv,13,256,1,False,0,56,56,1024,5.476516229839525,3.2413823927155465,0.0126616499715451,7.282422340756165,0.0284469622685787,1.890869005483909,0.0073862070526715,9.248282155942068,10,256,0.8654982326154627,159,12,21,38,50,0.046875,0.08203125,0.1484375,0.1953125,1,resnet50_random,64.0,0.1875,0.328125,0.59375,0.78125,0.25
layer1.1.conv3,conv,13,256,1,False,0,56,56,1024,5.476516229839525,3.2413823927155465,0.0126616499715451,7.282422340756165,0.0284469622685787,1.890869005483909,0.0073862070526715,9.248282155942068,10,256,0.8654982326154627,159,12,21,38,50,0.046875,0.08203125,0.1484375,0.1953125,2,resnet50_random,64.0,0.1875,0.328125,0.59375,0.78125,0.25
layer1.1.conv3,conv,13,256,1,False,0,56,56,2048,5.864257625310416,3.3789428045889425,0.0131989953304255,7.536241388542945,0.0294384429239958,1.9490202290440968,0.0076133602697035,9.485528143250512,10,256,0.861093931847352,159,13,22,38,50,0.05078125,0.0859375,0.1484375,0.1953125,5,resnet50_random,64.0,0.203125,0.34375,0.59375,0.78125,0.25
layer1.1.conv3,conv,13,256,1,False,0,56,56,3072,5.719092291231718,3.493389009580878,0.0136460508186753,7.751623474606805,0.0302797791976828,1.9963291512529848,0.0077981607470819,9.609623896422304,10,256,0.8579074148132315,158,13,22,38,50,0.05078125,0.0859375,0.1484375,0.1953125,10,resnet50_random,64.0,0.203125,0.34375,0.59375,0.78125,0.25
layer1.1.conv3,conv,13,256,1,False,0,56,56,7168,5.678225935169482,3.764022803902804,0.0147032140777453,8.277237722783616,0.0323329598546235,2.107956256988284,0.0082342041288604,9.883672107458937,10,256,0.8564296338792177,160,14,23,39,51,0.0546875,0.08984375,0.15234375,0.19921875,25,resnet50_random,64.0,0.21875,0.359375,0.609375,0.796875,0.25
layer1.1.conv3,conv,13,256,1,False,0,56,56,13312,5.713058100299825,3.764494556191991,0.0147050568601249,8.25503205400131,0.0322462189609426,2.115563222150668,0.008263918836526,10.059622435249224,10,256,0.8544639746754618,158,14,23,39,51,0.0546875,0.08984375,0.15234375,0.19921875,50,resnet50_random,64.0,0.21875,0.359375,0.609375,0.796875,0.25
layer1.1.conv3,conv,13,256,1,False,0,56,56,25600,5.634142628534941,3.8789563125678335,0.0151521730959681,8.511827052824376,0.0332493244250952,2.1593124566878634,0.0084348142839369,10.260270841409676,10,256,0.8549713996491557,159,14,23,39,51,0.0546875,0.08984375,0.15234375,0.19921875,100,resnet50_random,64.0,0.21875,0.359375,0.609375,0.796875,0.25
layer1.1.conv3,conv,13,256,1,False,0,56,56,64512,5.650796686499196,3.826485222181725,0.0149472078991473,8.37815885080266,0.0327271830109478,2.1431845092297843,0.0083718144891788,10.604811485408218,10,256,0.8551660998520227,158,14,23,39,51,0.0546875,0.08984375,0.15234375,0.19921875,250,resnet50_random,64.0,0.21875,0.359375,0.609375,0.796875,0.25
layer1.1.relu,act,14,256,1,False,2,56,56,1024,6.149877946153682,3.74565082227729,0.0146314485245206,10.704868443142791,0.0418158923560265,2.0351889996931094,0.0079499570300512,2.6441400822828265,10,256,0.4254874383443849,253,22,44,115,199,0.0859375,0.171875,0.44921875,0.77734375,1,resnet50_random,,,,,,
layer1.1.relu,act,14,256,1,False,2,56,56,1024,6.149877946153682,3.74565082227729,0.0146314485245206,10.704868443142791,0.0418158923560265,2.0351889996931094,0.0079499570300512,2.6441400822828265,10,256,0.4254874383443849,253,22,44,115,199,0.0859375,0.171875,0.44921875,0.77734375,2,resnet50_random,,,,,,
layer1.1.relu,act,14,256,1,False,2,56,56,2048,6.52005719587761,3.7217511428364833,0.014538090401705,10.545371211133748,0.0411928562934912,2.038285564927243,0.007962052987997,2.7366998042195645,10,256,0.2745369725668636,253,22,46,122,205,0.0859375,0.1796875,0.4765625,0.80078125,5,resnet50_random,,,,,,
layer1.1.relu,act,14,256,1,False,2,56,56,3072,6.329532171564787,3.870840676248865,0.0151204713915971,11.01210064179986,0.0430160181320307,2.092602655692808,0.0081742291238,2.272704786247492,10,256,0.7833341716596194,254,23,48,127,208,0.08984375,0.1875,0.49609375,0.8125,10,resnet50_random,,,,,,
layer1.1.relu,act,14,256,1,False,2,56,56,7168,6.477066659777522,4.109122642601959,0.0160512603226639,11.619767635326824,0.0453897173254954,2.188391883904853,0.0085484057965033,2.183696174107589,10,256,0.7943246180635519,254,24,50,133,212,0.09375,0.1953125,0.51953125,0.828125,25,resnet50_random,,,,,,
layer1.1.relu,act,14,256,1,False,2,56,56,13312,6.564171524791403,4.084144519317422,0.0159536895285836,11.589314404651676,0.0452707593931706,2.179873288189256,0.0085151300319892,2.4775002053939548,10,256,0.3670021007033245,254,25,51,134,212,0.09765625,0.19921875,0.5234375,0.828125,50,resnet50_random,,,,,,
layer1.1.relu,act,14,256,1,False,2,56,56,25600,6.4694405279133065,4.1696953402012085,0.0162878724226609,11.82847312234578,0.0462049731341632,2.2132312519201043,0.0086454345778129,2.345068802637896,10,256,0.5446545561307663,255,25,52,136,213,0.09765625,0.203125,0.53125,0.83203125,100,resnet50_random,,,,,,
layer1.1.relu,act,14,256,1,False,2,56,56,64512,6.4676476862847645,4.121697660437654,0.0161003814860845,11.666496625765904,0.045572252444398,2.200611668811556,0.0085961393312951,2.257588870527069,10,256,0.693632704940127,256,25,51,136,213,0.09765625,0.19921875,0.53125,0.83203125,250,resnet50_random,,,,,,
layer1.2.conv1,conv,15,64,1,False,0,56,56,1024,13.292456428326476,3.143652331238964,0.0491195676756088,7.234202700156725,0.1130344171899488,1.8599975913521545,0.0290624623648774,2.027024736633373,10,64,0.9509155786413792,64,12,23,44,60,0.1875,0.359375,0.6875,0.9375,1,resnet50_random,64.0,0.1875,0.359375,0.6875,0.9375,1.0
layer1.2.conv1,conv,15,64,1,False,0,56,56,1024,13.292456428326476,3.143652331238964,0.0491195676756088,7.234202700156725,0.1130344171899488,1.8599975913521545,0.0290624623648774,2.027024736633373,10,64,0.9509155786413792,64,12,23,44,60,0.1875,0.359375,0.6875,0.9375,2,resnet50_random,64.0,0.1875,0.359375,0.6875,0.9375,1.0
layer1.2.conv1,conv,15,64,1,False,0,56,56,1024,13.292456428326476,3.143652331238964,0.0491195676756088,7.234202700156725,0.1130344171899488,1.8599975913521545,0.0290624623648774,2.027024736633373,10,64,0.9509155786413792,64,12,23,44,60,0.1875,0.359375,0.6875,0.9375,5,resnet50_random,64.0,0.1875,0.359375,0.6875,0.9375,1.0
layer1.2.conv1,conv,15,64,1,False,0,56,56,1024,13.292456428326476,3.143652331238964,0.0491195676756088,7.234202700156725,0.1130344171899488,1.8599975913521545,0.0290624623648774,2.027024736633373,10,64,0.9509155786413792,64,12,23,44,60,0.1875,0.359375,0.6875,0.9375,10,resnet50_random,64.0,0.1875,0.359375,0.6875,0.9375,1.0
layer1.2.conv1,conv,15,64,1,False,0,56,56,2048,14.123138392770986,3.262896919556796,0.0509827643680749,7.545513803927618,0.117898653186369,1.9031304246938272,0.029736412885841,2.004829443781789,10,64,0.9545774921933844,64,13,23,45,60,0.203125,0.359375,0.703125,0.9375,25,resnet50_random,64.0,0.203125,0.359375,0.703125,0.9375,1.0
layer1.2.conv1,conv,15,64,1,False,0,56,56,4096,13.464613369838384,3.579187011376608,0.0559247970527595,8.233355823677709,0.1286461847449642,2.026640703257511,0.0316662609883986,1.94824731730546,10,64,0.9503165930515998,64,14,25,46,61,0.21875,0.390625,0.71875,0.953125,50,resnet50_random,64.0,0.21875,0.390625,0.71875,0.953125,1.0
layer1.2.conv1,conv,15,64,1,False,0,56,56,7168,13.613181499863543,3.761688363930668,0.0587763806864166,8.604362292664998,0.1344431608228906,2.096148126509702,0.032752314476714,1.9350069228435816,10,64,0.9516872065870124,64,14,25,46,61,0.21875,0.390625,0.71875,0.953125,100,resnet50_random,64.0,0.21875,0.390625,0.71875,0.953125,1.0
layer1.2.conv1,conv,15,64,1,False,0,56,56,16384,13.73854969566711,3.8993262877697927,0.060926973246403,8.920842768694431,0.1393881682608505,2.148664056596053,0.0335728758843133,1.912206963477654,10,64,0.9510828692945924,64,15,26,47,61,0.234375,0.40625,0.734375,0.953125,250,resnet50_random,64.0,0.234375,0.40625,0.734375,0.953125,1.0
layer1.2.relu,act,16,64,1,False,0,56,56,1024,7.341731904978295,2.350003672492196,0.0367188073826905,5.177298107430743,0.0808952829286053,1.562840357162115,0.024419380580658,5.690594555506444,10,64,0.295096749200144,60,9,16,33,46,0.140625,0.25,0.515625,0.71875,1,resnet50_random,,,,,,
layer1.2.relu,act,16,64,1,False,0,56,56,1024,7.341731904978295,2.350003672492196,0.0367188073826905,5.177298107430743,0.0808952829286053,1.562840357162115,0.024419380580658,5.690594555506444,10,64,0.295096749200144,60,9,16,33,46,0.140625,0.25,0.515625,0.71875,2,resnet50_random,,,,,,
layer1.2.relu,act,16,64,1,False,0,56,56,1024,7.341731904978295,2.350003672492196,0.0367188073826905,5.177298107430743,0.0808952829286053,1.562840357162115,0.024419380580658,5.690594555506444,10,64,0.295096749200144,60,9,16,33,46,0.140625,0.25,0.515625,0.71875,5,resnet50_random,,,,,,
layer1.2.relu,act,16,64,1,False,0,56,56,1024,7.341731904978295,2.350003672492196,0.0367188073826905,5.177298107430743,0.0808952829286053,1.562840357162115,0.024419380580658,5.690594555506444,10,64,0.295096749200144,60,9,16,33,46,0.140625,0.25,0.515625,0.71875,10,resnet50_random,,,,,,
layer1.2.relu,act,16,64,1,False,0,56,56,2048,7.857112578724104,2.4081236407469016,0.0376269318866703,5.309198633761849,0.0829562286525288,1.586360376234615,0.0247868808786658,6.027810276101649,10,64,0.2882161623961712,61,9,17,34,46,0.140625,0.265625,0.53125,0.71875,25,resnet50_random,,,,,,
layer1.2.relu,act,16,64,1,False,0,56,56,4096,7.239330547848137,2.623366650615917,0.0409901039158737,5.870721197427397,0.091730018709803,1.6655490576646796,0.0260242040260106,5.98207706145286,10,64,0.2844115893518436,62,10,18,35,46,0.15625,0.28125,0.546875,0.71875,50,resnet50_random,,,,,,
layer1.2.relu,act,16,64,1,False,0,56,56,7168,7.404876511606302,2.6997012506781903,0.0421828320418467,6.042301194159161,0.0944109561587368,1.694321704752462,0.0264737766367572,4.412692475647154,10,64,0.5840328411803271,62,10,18,35,47,0.15625,0.28125,0.546875,0.734375,100,resnet50_random,,,,,,
layer1.2.relu,act,16,64,1,False,0,56,56,16384,7.3667591779830195,2.749254217264355,0.0429570971447555,6.179049621269123,0.09654765033233,1.7122844396155543,0.026754444368993,4.768097823949447,10,64,0.5874714681307813,64,11,19,35,47,0.171875,0.296875,0.546875,0.734375,250,resnet50_random,,,,,,
layer1.2.conv2,conv,17,64,1,False,0,56,56,1024,15.319183286217536,2.7581294226235062,0.0430957722284922,6.73481313735536,0.1052314552711775,1.7061203261965645,0.0266581300968213,1.6325943802980916,10,64,0.9786308298205156,64,13,25,49,62,0.203125,0.390625,0.765625,0.96875,1,resnet50_random,64.0,0.203125,0.390625,0.765625,0.96875,1.0
layer1.2.conv2,conv,17,64,1,False,0,56,56,1024,15.319183286217536,2.7581294226235062,0.0430957722284922,6.73481313735536,0.1052314552711775,1.7061203261965645,0.0266581300968213,1.6325943802980916,10,64,0.9786308298205156,64,13,25,49,62,0.203125,0.390625,0.765625,0.96875,2,resnet50_random,64.0,0.203125,0.390625,0.765625,0.96875,1.0
layer1.2.conv2,conv,17,64,1,False,0,56,56,1024,15.319183286217536,2.7581294226235062,0.0430957722284922,6.73481313735536,0.1052314552711775,1.7061203261965645,0.0266581300968213,1.6325943802980916,10,64,0.9786308298205156,64,13,25,49,62,0.203125,0.390625,0.765625,0.96875,5,resnet50_random,64.0,0.203125,0.390625,0.765625,0.96875,1.0
layer1.2.conv2,conv,17,64,1,False,0,56,56,1024,15.319183286217536,2.7581294226235062,0.0430957722284922,6.73481313735536,0.1052314552711775,1.7061203261965645,0.0266581300968213,1.6325943802980916,10,64,0.9786308298205156,64,13,25,49,62,0.203125,0.390625,0.765625,0.96875,10,resnet50_random,64.0,0.203125,0.390625,0.765625,0.96875,1.0
layer1.2.conv2,conv,17,64,1,False,0,56,56,2048,15.569708494269168,2.9461618168662285,0.0460337783885348,7.187442929048584,0.1123037957663841,1.777086899354148,0.0277669828024085,1.5606240795944273,10,64,0.9783923579653356,64,14,26,50,62,0.21875,0.40625,0.78125,0.96875,25,resnet50_random,64.0,0.21875,0.40625,0.78125,0.96875,1.0
layer1.2.conv2,conv,17,64,1,False,0,56,56,4096,15.053154975673843,3.1134211829307503,0.0486472059832929,7.556303680941143,0.1180672450147053,1.8416189566685928,0.0287752961979467,1.5214880972666414,10,64,0.9790584380917914,64,14,27,51,62,0.21875,0.421875,0.796875,0.96875,50,resnet50_random,64.0,0.21875,0.421875,0.796875,0.96875,1.0
layer1.2.conv2,conv,17,64,1,False,0,56,56,7168,15.341876937880205,3.231232642970825,0.0504880100464191,7.888759604277882,0.1232618688168419,1.8826107197016488,0.0294157924953382,1.5025937565007703,10,64,0.9777401169092734,64,15,28,51,63,0.234375,0.4375,0.796875,0.984375,100,resnet50_random,64.0,0.234375,0.4375,0.796875,0.984375,1.0
